point_id,grid_x_km,grid_y_km,latitude_deg,longitude_deg,elevation_m,slope_deg,roughness_m,annual_illumination_pct,max_temp_k,min_temp_k,psr_flag,ice_prob,weh_wt_pct,radiation_msv_yr,shielding_factor,earth_vis_pct,suitability_score,zone_class
SP_GRID_054_080,172.53,25.45,-84.2445,8.3929,-3818.6,1.58,0.4,0.0,41.8,53.7,1,0.836,4.46,294.7,0.345,0.0,50.14,ISRU Cryogenic Mining Outpost
SP_GRID_054_081,178.18,25.45,-84.0597,8.1301,-3677.5,2.32,0.46,0.0,102.6,58.6,1,0.718,4.01,294.1,0.348,0.0,47.28,ISRU Cryogenic Mining Outpost
SP_GRID_054_082,183.84,25.45,-83.8748,7.8831,-3399.8,3.61,0.57,0.0,60.0,60.5,1,0.557,3.09,293.0,0.352,0.0,42.84,ISRU Cryogenic Mining Outpost
SP_GRID_054_083,189.49,25.45,-83.6899,7.6507,-2977.3,5.1,0.73,0.0,69.2,35.3,1,0.352,2.03,291.8,0.357,0.0,36.8,Secondary Exploration Zone
SP_GRID_054_084,195.15,25.45,-83.5048,7.4314,-2404.1,5.68,0.63,0.0,58.5,38.6,1,0.104,0.79,291.3,0.359,0.0,30.94,Secondary Exploration Zone
SP_GRID_054_085,200.81,25.45,-83.3196,7.2243,-1676.3,8.5,0.75,27.9,180.9,122.3,0,0.0,0.06,289.0,0.368,30.6,34.01,Secondary Exploration Zone
SP_GRID_054_086,206.46,25.45,-83.1344,7.0284,-792.8,16.27,1.33,32.4,184.3,125.9,0,0.0,0.07,282.6,0.394,39.1,17.11,Secondary Exploration Zone
SP_GRID_054_087,212.12,25.45,-82.9491,6.8428,1599.8,9.61,0.9,57.8,203.3,146.2,0,0.0,0.15,337.8,0.171,62.0,40.76,Secondary Exploration Zone
SP_GRID_054_088,217.78,25.45,-82.7637,6.6667,1078.0,5.04,0.67,55.1,201.3,144.1,0,0.0,0.18,326.5,0.217,57.0,49.23,Secondary Exploration Zone
SP_GRID_054_089,223.43,25.45,-82.5782,6.4993,556.6,2.79,0.3,51.4,198.5,141.1,0,0.0,0.18,313.3,0.27,52.0,50.95,Spaceport / Landing Pad
SP_GRID_054_090,229.09,25.45,-82.3927,6.3402,546.0,1.37,0.29,51.9,199.0,141.5,0,0.0,0.25,314.2,0.266,51.9,52.12,Spaceport / Landing Pad
SP_GRID_054_091,234.75,25.45,-82.2071,6.1886,684.2,2.42,0.5,52.7,199.5,142.2,0,0.0,0.05,317.3,0.254,53.2,51.63,Spaceport / Landing Pad
SP_GRID_054_092,240.4,25.45,-82.0215,6.0441,836.1,1.81,0.43,54.4,200.8,143.5,0,0.0,0.34,322.2,0.234,54.7,52.51,Spaceport / Landing Pad
SP_GRID_054_093,246.06,25.45,-81.8359,5.9061,982.5,2.6,0.5,55.4,201.5,144.3,0,0.0,0.1,325.8,0.22,56.1,52.17,Spaceport / Landing Pad
SP_GRID_054_094,251.72,25.45,-81.6501,5.7743,1114.9,1.65,0.46,57.1,202.8,145.7,0,0.0,0.12,330.3,0.201,57.4,53.29,Spaceport / Landing Pad
SP_GRID_054_095,257.37,25.45,-81.4644,5.6482,1226.6,0.62,0.38,58.6,204.0,146.9,0,0.0,0.32,334.4,0.185,58.4,54.13,Spaceport / Landing Pad
SP_GRID_054_096,263.03,25.45,-81.2786,5.5275,1313.3,0.72,0.35,59.4,204.5,147.5,0,0.0,0.05,336.8,0.175,59.3,54.3,Spaceport / Landing Pad
SP_GRID_054_097,268.69,25.45,-81.0927,5.4119,1372.7,0.5,0.27,60.0,205.0,148.0,0,0.0,0.35,338.7,0.167,59.8,54.52,Spaceport / Landing Pad
SP_GRID_054_098,274.34,25.45,-80.9069,5.3009,1405.2,0.5,0.43,60.3,205.2,148.3,0,0.0,0.06,339.7,0.163,60.1,54.6,Spaceport / Landing Pad
SP_GRID_054_099,280.0,25.45,-80.721,5.1944,1413.4,1.31,0.36,60.0,205.0,148.0,0,0.0,0.09,339.2,0.165,60.2,54.23,Spaceport / Landing Pad
SP_GRID_055_000,-280.0,31.11,-80.7022,173.6598,1162.3,2.38,0.33,57.2,202.9,145.7,0,0.0,0.12,331.1,0.198,57.8,52.81,Spaceport / Landing Pad
SP_GRID_055_001,-274.34,31.11,-80.8877,173.5302,1351.8,2.26,0.35,59.0,204.2,147.2,0,0.0,0.18,336.7,0.175,59.6,53.37,Spaceport / Landing Pad
SP_GRID_055_002,-268.69,31.11,-81.0732,173.3952,1536.5,1.97,0.45,60.8,205.6,148.7,0,0.0,0.21,342.2,0.153,61.4,54.06,Spaceport / Landing Pad
SP_GRID_055_003,-263.03,31.11,-81.2586,173.2544,1706.5,1.11,0.46,62.8,207.1,150.3,0,0.0,0.08,347.0,0.134,63.0,55.09,Spaceport / Landing Pad
SP_GRID_055_004,-257.37,31.11,-81.444,173.1076,1852.9,1.15,0.23,64.2,208.1,151.3,0,0.0,0.07,346.9,0.134,64.4,55.57,Spaceport / Landing Pad
SP_GRID_055_005,-251.72,31.11,-81.6293,172.9542,1968.4,1.33,0.22,65.1,208.9,152.1,0,0.0,0.06,346.8,0.134,65.5,55.87,Spaceport / Landing Pad
SP_GRID_055_006,-246.06,31.11,-81.8145,172.7939,2047.8,0.5,0.4,66.3,209.7,153.0,0,0.0,0.13,347.5,0.132,66.3,56.54,Spaceport / Landing Pad
SP_GRID_055_007,-240.4,31.11,-81.9997,172.6262,2088.4,0.5,0.41,66.7,210.0,153.3,0,0.0,0.33,347.5,0.132,66.7,56.69,Spaceport / Landing Pad
SP_GRID_055_008,-234.75,31.11,-82.1848,172.4506,2090.1,0.93,0.25,66.5,209.8,153.2,0,0.0,0.17,347.1,0.133,66.7,56.51,Spaceport / Landing Pad
SP_GRID_055_009,-229.09,31.11,-82.3698,172.2664,2055.5,1.29,0.3,66.0,209.5,152.8,0,0.0,0.28,346.8,0.134,66.4,56.2,Spaceport / Landing Pad
SP_GRID_055_010,-223.43,31.11,-82.5548,172.0731,1989.4,1.68,0.42,65.2,208.9,152.1,0,0.0,0.11,346.5,0.136,65.7,55.7,Spaceport / Landing Pad
SP_GRID_055_011,-217.78,31.11,-82.7396,171.8699,1898.5,2.12,0.35,64.1,208.1,151.3,0,0.0,0.07,346.1,0.137,64.9,55.04,Spaceport / Landing Pad
SP_GRID_055_012,-212.12,31.11,-82.9244,171.6561,1791.1,2.17,0.52,63.1,207.3,150.5,0,0.0,0.22,346.1,0.137,63.8,54.62,Spaceport / Landing Pad
SP_GRID_055_013,-206.46,31.11,-83.1091,171.4309,1675.9,2.0,0.27,62.1,206.6,149.7,0,0.0,0.3,346.2,0.137,62.7,54.37,Spaceport / Landing Pad
SP_GRID_055_014,-200.81,31.11,-83.2936,171.1932,1561.9,2.23,0.27,60.9,205.7,148.8,0,0.0,0.32,342.7,0.151,61.6,53.9,Spaceport / Landing Pad
SP_GRID_055_015,-195.15,31.11,-83.478,170.9421,1457.1,0.91,0.23,60.6,205.5,148.5,0,0.0,0.21,340.8,0.159,60.6,54.56,Spaceport / Landing Pad
SP_GRID_055_016,-189.49,31.11,-83.6623,170.6764,1368.4,1.4,0.28,59.5,204.7,147.6,0,0.0,0.14,337.9,0.171,59.8,54.07,Spaceport / Landing Pad
SP_GRID_055_017,-183.84,31.11,-83.8465,170.3948,1300.8,1.08,0.21,59.1,204.3,147.3,0,0.0,0.08,336.2,0.177,59.1,54.1,Spaceport / Landing Pad
SP_GRID_055_018,-178.18,31.11,-84.0304,170.0958,1256.9,0.5,0.15,58.9,204.2,147.2,0,0.0,0.25,335.4,0.181,58.7,54.25,Spaceport / Landing Pad
SP_GRID_055_019,-172.53,31.11,-84.2143,169.7778,1237.2,0.5,0.36,58.8,204.1,147.0,0,0.0,0.13,334.8,0.183,58.5,54.2,Spaceport / Landing Pad
SP_GRID_055_020,-166.87,31.11,-84.3979,169.439,1239.5,0.5,0.18,58.8,204.1,147.0,0,0.0,0.3,334.9,0.183,58.6,54.21,Spaceport / Landing Pad
SP_GRID_055_021,-161.21,31.11,-84.5813,169.0772,1259.8,0.5,0.41,59.0,204.2,147.2,0,0.0,0.23,335.5,0.18,58.8,54.25,Spaceport / Landing Pad
SP_GRID_055_022,-155.56,31.11,-84.7645,168.6901,1292.0,1.07,0.29,59.0,204.2,147.2,0,0.0,0.31,335.9,0.178,59.1,54.08,Spaceport / Landing Pad
SP_GRID_055_023,-149.9,31.11,-84.9474,168.2749,1329.2,0.62,0.34,59.6,204.7,147.6,0,0.0,0.22,337.4,0.173,59.4,54.38,Spaceport / Landing Pad
SP_GRID_055_024,-144.24,31.11,-85.1301,167.8285,1363.4,0.53,0.2,59.9,204.9,147.9,0,0.0,0.28,338.4,0.168,59.7,54.49,Spaceport / Landing Pad
SP_GRID_055_025,-138.59,31.11,-85.3124,167.3474,1387.2,0.56,0.21,60.1,205.1,148.1,0,0.0,0.14,339.1,0.166,60.0,54.54,Spaceport / Landing Pad
SP_GRID_055_026,-132.93,31.11,-85.4943,166.8274,1393.6,1.15,0.35,59.9,204.9,147.9,0,0.0,0.2,338.8,0.167,60.0,54.28,Spaceport / Landing Pad
SP_GRID_055_027,-127.27,31.11,-85.6759,166.2637,1377.4,0.64,0.31,60.0,205.0,148.0,0,0.0,0.06,338.7,0.167,59.9,54.49,Spaceport / Landing Pad
SP_GRID_055_028,-121.62,31.11,-85.857,165.6507,1335.0,0.62,0.37,59.6,204.7,147.7,0,0.0,0.23,337.5,0.172,59.5,54.39,Spaceport / Landing Pad
SP_GRID_055_029,-115.96,31.11,-86.0376,164.9816,1265.1,0.82,0.38,58.9,204.2,147.1,0,0.0,0.21,335.4,0.181,58.8,54.14,Spaceport / Landing Pad
SP_GRID_055_030,-110.3,31.11,-86.2176,164.2488,1169.1,1.6,0.41,57.6,203.2,146.1,0,0.0,0.28,331.9,0.195,57.9,53.46,Spaceport / Landing Pad
SP_GRID_055_031,-104.65,31.11,-86.3969,163.4429,1050.6,0.99,0.3,56.8,202.6,145.4,0,0.0,0.27,329.0,0.206,56.7,53.54,Spaceport / Landing Pad
SP_GRID_055_032,-98.99,31.11,-86.5755,162.5528,915.3,1.96,0.5,55.1,201.3,144.1,0,0.0,0.24,324.3,0.225,55.5,52.58,Spaceport / Landing Pad
SP_GRID_055_033,-93.33,31.11,-86.7531,161.5651,770.9,1.58,0.4,53.9,200.4,143.1,0,0.0,0.07,320.5,0.241,54.1,52.52,Spaceport / Landing Pad
SP_GRID_055_034,-87.68,31.11,-86.9296,160.4633,626.2,1.39,0.49,52.7,199.5,142.1,0,0.0,0.32,316.5,0.257,52.7,52.3,Spaceport / Landing Pad
SP_GRID_055_035,-82.02,31.11,-87.1049,159.2277,490.7,2.3,0.51,51.0,198.2,140.8,0,0.0,0.06,311.8,0.276,51.4,51.27,Spaceport / Landing Pad
SP_GRID_055_036,-76.36,31.11,-87.2786,157.8337,373.5,0.64,0.16,50.7,198.0,140.6,0,0.0,0.29,309.8,0.284,50.3,52.08,Spaceport / Landing Pad
SP_GRID_055_037,-70.71,31.11,-87.4505,156.2505,283.0,0.61,0.24,49.9,197.4,139.9,0,0.0,0.19,307.2,0.295,49.4,51.88,Spaceport / Landing Pad
SP_GRID_055_038,-65.05,31.11,-87.6202,154.44,226.2,0.5,0.31,49.4,197.0,139.5,0,0.0,0.3,305.7,0.301,48.9,51.78,Spaceport / Landing Pad
SP_GRID_055_039,-59.39,31.11,-87.7872,152.354,207.8,0.87,0.38,49.0,196.8,139.2,0,0.0,0.19,304.9,0.304,48.7,51.58,Spaceport / Landing Pad
SP_GRID_055_040,-53.74,31.11,-87.9507,149.9314,230.2,1.51,0.37,48.9,196.7,139.2,0,0.0,0.24,305.0,0.304,48.9,51.27,Spaceport / Landing Pad
SP_GRID_055_041,-48.08,31.11,-88.11,147.0948,293.2,1.91,0.47,49.3,197.0,139.5,0,0.0,0.16,306.5,0.298,49.5,51.13,Spaceport / Landing Pad
SP_GRID_055_042,-42.42,31.11,-88.2637,143.7462,393.8,2.11,0.33,50.2,197.6,140.1,0,0.0,0.27,309.2,0.287,50.5,51.21,Spaceport / Landing Pad
SP_GRID_055_043,-36.77,31.11,-88.4104,139.7636,526.8,1.84,0.28,51.5,198.7,141.2,0,0.0,0.13,313.2,0.27,51.7,51.75,Spaceport / Landing Pad
SP_GRID_055_044,-31.11,31.11,-88.5479,135.0,684.6,1.96,0.25,52.9,199.7,142.3,0,0.0,0.27,317.7,0.252,53.2,52.02,Spaceport / Landing Pad
SP_GRID_055_045,-25.45,31.11,-88.6734,129.2894,858.4,1.52,0.38,54.8,201.1,143.8,0,0.0,0.11,323.1,0.231,54.9,52.77,Spaceport / Landing Pad
SP_GRID_055_046,-19.8,31.11,-88.783,122.4712,1038.2,2.95,0.51,55.7,201.8,144.6,0,0.0,0.27,327.1,0.214,56.6,51.93,Spaceport / Landing Pad
SP_GRID_055_047,-14.14,31.11,-88.8721,114.444,1214.2,2.16,0.35,57.8,203.3,146.2,0,0.0,0.14,332.8,0.191,58.3,53.13,Spaceport / Landing Pad
SP_GRID_055_048,-8.48,31.11,-88.9357,105.2551,1377.0,1.51,0.39,59.6,204.7,147.7,0,0.0,0.13,338.0,0.17,59.9,54.02,Spaceport / Landing Pad
SP_GRID_055_049,-2.83,31.11,-88.969,95.1944,1518.3,1.9,0.25,60.7,205.5,148.6,0,0.0,0.29,341.8,0.155,61.2,54.07,Spaceport / Landing Pad
SP_GRID_055_050,2.83,31.11,-88.969,84.8056,1631.9,0.61,0.17,62.4,206.8,149.9,0,0.0,0.29,346.1,0.137,62.3,55.11,Spaceport / Landing Pad
SP_GRID_055_051,8.48,31.11,-88.9357,74.7449,1714.2,1.74,0.43,62.6,206.9,150.1,0,0.0,0.26,346.5,0.136,63.1,54.7,Spaceport / Landing Pad
SP_GRID_055_052,14.14,31.11,-88.8721,65.556,1941.8,1.58,0.32,64.8,208.6,151.8,0,0.0,0.33,346.6,0.135,65.3,55.61,Spaceport / Landing Pad
SP_GRID_055_053,19.8,31.11,-88.783,57.5288,1695.5,10.87,1.06,58.0,203.5,146.4,0,0.0,0.1,338.9,0.166,62.9,37.55,Secondary Exploration Zone
SP_GRID_055_054,25.45,31.11,-88.6734,50.7106,349.5,14.3,1.35,43.9,192.9,135.1,0,0.0,0.13,297.9,0.332,50.0,23.24,Secondary Exploration Zone
SP_GRID_055_055,31.11,31.11,-88.5479,45.0,-631.3,11.22,1.14,0.0,59.7,59.7,1,0.255,1.46,286.8,0.377,0.0,21.56,Secondary Exploration Zone
SP_GRID_055_056,36.77,31.11,-88.4104,40.2364,-1239.8,9.85,0.84,0.0,55.6,63.8,1,0.522,2.86,287.9,0.373,0.0,30.57,ISRU Cryogenic Mining Outpost
SP_GRID_055_057,42.42,31.11,-88.2637,36.2538,-1468.2,9.35,0.9,0.0,79.3,40.6,1,0.602,3.28,288.3,0.371,0.0,33.41,ISRU Cryogenic Mining Outpost
SP_GRID_055_058,48.08,31.11,-88.11,32.9052,-1308.3,9.55,0.99,0.0,78.3,68.0,1,0.494,2.83,288.2,0.372,0.0,30.75,ISRU Cryogenic Mining Outpost
SP_GRID_055_059,53.74,31.11,-87.9507,30.0686,-752.4,11.85,1.16,0.0,81.0,49.4,1,0.198,1.16,286.3,0.379,0.0,18.61,Secondary Exploration Zone
SP_GRID_055_060,59.39,31.11,-87.7872,27.646,207.1,19.04,1.67,40.3,190.2,132.3,0,0.0,0.14,289.9,0.365,48.7,19.95,Secondary Exploration Zone
SP_GRID_055_061,65.05,31.11,-87.6202,25.56,2853.9,10.72,0.92,68.8,211.6,155.1,0,0.0,0.22,339.1,0.166,74.0,42.02,Secondary Exploration Zone
SP_GRID_055_062,70.71,31.11,-87.4505,23.7495,865.9,19.22,1.5,46.3,194.7,137.1,0,0.0,0.11,308.7,0.289,55.0,21.51,Secondary Exploration Zone
SP_GRID_055_063,76.36,31.11,-87.2786,22.1663,-381.7,14.4,1.28,0.0,75.1,55.1,1,0.043,0.38,284.2,0.388,0.0,7.33,Secondary Exploration Zone
SP_GRID_055_064,82.02,31.11,-87.1049,20.7723,-934.6,11.52,1.13,0.0,70.0,46.4,1,0.344,1.85,286.5,0.378,0.0,22.48,Secondary Exploration Zone
SP_GRID_055_065,87.68,31.11,-86.9296,19.5367,-894.1,12.2,1.05,0.0,61.5,69.5,1,0.352,2.16,286.0,0.381,0.0,20.63,Secondary Exploration Zone
SP_GRID_055_066,93.33,31.11,-86.7531,18.4349,-239.4,15.91,1.24,0.0,91.1,38.7,1,0.066,0.49,282.9,0.393,0.0,5.72,Secondary Exploration Zone
SP_GRID_055_067,98.99,31.11,-86.5755,17.4472,1234.7,20.68,1.76,49.1,196.8,139.2,0,0.0,0.31,318.1,0.25,58.5,22.25,Hazard / Exclusion Zone
SP_GRID_055_068,104.65,31.11,-86.3969,16.5571,3316.0,6.51,0.65,75.2,216.4,160.1,0,0.0,0.21,342.5,0.152,78.4,53.74,Secondary Exploration Zone
SP_GRID_055_069,110.3,31.11,-86.2176,15.7512,1509.2,13.28,1.08,55.2,201.4,144.1,0,0.0,0.12,332.1,0.194,61.1,29.56,Secondary Exploration Zone
SP_GRID_055_070,115.96,31.11,-86.0376,15.0184,595.5,8.99,0.77,48.7,196.6,139.0,0,0.0,0.11,309.3,0.286,52.4,39.93,Secondary Exploration Zone
SP_GRID_055_071,121.62,31.11,-85.857,14.3493,-229.9,7.93,0.75,41.6,191.2,133.3,0,0.0,0.26,289.5,0.366,44.5,40.36,Secondary Exploration Zone
SP_GRID_055_072,127.27,31.11,-85.6759,13.7363,-973.4,7.19,0.78,0.0,96.2,47.3,1,0.168,1.21,290.1,0.364,0.0,29.49,Secondary Exploration Zone
SP_GRID_055_073,132.93,31.11,-85.4943,13.1726,-1637.1,6.36,0.65,0.0,44.8,38.1,1,0.397,2.17,290.8,0.361,0.0,35.63,Secondary Exploration Zone
SP_GRID_055_074,138.59,31.11,-85.3124,12.6526,-2220.8,5.29,0.48,0.0,64.4,43.2,1,0.583,3.12,291.7,0.358,0.0,41.13,ISRU Cryogenic Mining Outpost
SP_GRID_055_075,144.24,31.11,-85.1301,12.1715,-2721.6,4.03,0.41,0.0,61.8,41.4,1,0.725,3.94,292.7,0.353,0.0,45.71,ISRU Cryogenic Mining Outpost
SP_GRID_055_076,149.9,31.11,-84.9474,11.7251,-3134.4,3.64,0.44,0.0,104.6,61.1,1,0.825,4.46,293.0,0.352,0.0,48.16,ISRU Cryogenic Mining Outpost
SP_GRID_055_077,155.56,31.11,-84.7645,11.3099,-3451.9,3.03,0.51,0.0,104.1,62.3,1,0.88,4.87,293.5,0.35,0.0,49.92,ISRU Cryogenic Mining Outpost
SP_GRID_055_078,161.21,31.11,-84.5813,10.9228,-3665.3,1.46,0.23,0.0,52.3,62.2,1,0.893,4.83,294.8,0.345,0.0,51.34,ISRU Cryogenic Mining Outpost
SP_GRID_055_079,166.87,31.11,-84.3979,10.561,-3764.7,1.36,0.36,0.0,80.9,68.9,1,0.862,4.55,294.9,0.345,0.0,50.78,ISRU Cryogenic Mining Outpost
SP_GRID_055_080,172.53,31.11,-84.2143,10.2222,-3740.1,2.48,0.31,0.0,74.8,65.9,1,0.787,4.42,294.0,0.348,0.0,48.55,ISRU Cryogenic Mining Outpost
SP_GRID_055_081,178.18,31.11,-84.0304,9.9042,-3582.0,3.25,0.39,0.0,50.0,52.4,1,0.67,3.64,293.3,0.351,0.0,45.48,ISRU Cryogenic Mining Outpost
SP_GRID_055_082,183.84,31.11,-83.8465,9.6052,-3282.0,4.89,0.49,0.0,50.9,49.5,1,0.509,2.9,292.0,0.356,0.0,40.24,ISRU Cryogenic Mining Outpost
SP_GRID_055_083,189.49,31.11,-83.6623,9.3236,-2833.6,5.88,0.53,0.0,104.3,67.1,1,0.304,1.83,291.2,0.36,0.0,34.61,Secondary Exploration Zone
SP_GRID_055_084,195.15,31.11,-83.478,9.0579,-2232.5,7.73,0.84,0.0,69.4,56.4,1,0.056,0.36,289.7,0.366,0.0,26.18,Secondary Exploration Zone
SP_GRID_055_085,200.81,31.11,-83.2936,8.8068,-1477.0,8.5,0.83,29.8,182.3,123.8,0,0.0,0.05,289.0,0.368,32.5,34.7,Secondary Exploration Zone
SP_GRID_055_086,206.46,31.11,-83.1091,8.5691,-568.0,15.69,1.45,34.7,186.0,127.8,0,0.0,0.08,283.1,0.392,41.3,17.95,Secondary Exploration Zone
SP_GRID_055_087,212.12,31.11,-82.9244,8.3439,1702.2,7.43,0.65,59.7,204.8,147.8,0,0.0,0.34,341.8,0.155,63.0,46.24,Secondary Exploration Zone
SP_GRID_055_088,217.78,31.11,-82.7396,8.1301,1121.1,5.69,0.54,55.2,201.4,144.2,0,0.0,0.29,327.2,0.214,57.4,48.23,Secondary Exploration Zone
SP_GRID_055_089,223.43,31.11,-82.5548,7.9269,670.4,3.09,0.41,52.3,199.2,141.8,0,0.0,0.09,316.4,0.258,53.1,50.91,Spaceport / Landing Pad
SP_GRID_055_090,229.09,31.11,-82.3698,7.7336,688.4,1.44,0.43,53.2,199.9,142.6,0,0.0,0.23,318.2,0.25,53.3,52.42,Spaceport / Landing Pad
SP_GRID_055_091,234.75,31.11,-82.1848,7.5494,822.0,1.86,0.32,54.3,200.7,143.4,0,0.0,0.23,321.7,0.236,54.6,52.44,Spaceport / Landing Pad
SP_GRID_055_092,240.4,31.11,-81.9997,7.3738,959.1,1.5,0.33,55.7,201.8,144.6,0,0.0,0.05,326.0,0.219,55.9,53.03,Spaceport / Landing Pad
SP_GRID_055_093,246.06,31.11,-81.8145,7.2061,1083.9,1.67,0.31,56.8,202.6,145.4,0,0.0,0.18,329.4,0.205,57.1,53.2,Spaceport / Landing Pad
SP_GRID_055_094,251.72,31.11,-81.6293,7.0458,1189.3,1.62,0.24,57.8,203.3,146.2,0,0.0,0.26,332.5,0.192,58.1,53.49,Spaceport / Landing Pad
SP_GRID_055_095,257.37,31.11,-81.444,6.8924,1270.5,0.5,0.42,59.1,204.3,147.3,0,0.0,0.11,335.8,0.179,58.9,54.28,Spaceport / Landing Pad
SP_GRID_055_096,263.03,31.11,-81.2586,6.7456,1325.2,0.59,0.31,59.5,204.7,147.6,0,0.0,0.31,337.3,0.173,59.4,54.38,Spaceport / Landing Pad
SP_GRID_055_097,268.69,31.11,-81.0732,6.6048,1353.4,0.5,0.37,59.8,204.9,147.9,0,0.0,0.25,338.2,0.169,59.6,54.48,Spaceport / Landing Pad
SP_GRID_055_098,274.34,31.11,-80.8877,6.4698,1357.2,0.6,0.34,59.8,204.9,147.9,0,0.0,0.05,338.2,0.169,59.7,54.45,Spaceport / Landing Pad
SP_GRID_055_099,280.0,31.11,-80.7022,6.3402,1341.3,0.97,0.32,59.5,204.6,147.6,0,0.0,0.31,337.4,0.172,59.5,54.25,Spaceport / Landing Pad
SP_GRID_056_000,-280.0,36.77,-80.6797,172.5191,1248.2,1.93,0.26,58.2,203.6,146.5,0,0.0,0.06,334.0,0.186,58.6,53.4,Spaceport / Landing Pad
SP_GRID_056_001,-274.34,36.77,-80.8648,172.3667,1427.4,1.86,0.42,59.9,204.9,147.9,0,0.0,0.32,339.2,0.165,60.4,53.89,Spaceport / Landing Pad
SP_GRID_056_002,-268.69,36.77,-81.0498,172.2079,1595.0,1.59,0.26,61.6,206.2,149.2,0,0.0,0.15,344.2,0.145,62.0,54.49,Spaceport / Landing Pad
SP_GRID_056_003,-263.03,36.77,-81.2347,172.0425,1742.0,1.76,0.35,62.8,207.1,150.3,0,0.0,0.26,346.4,0.136,63.4,54.79,Spaceport / Landing Pad
SP_GRID_056_004,-257.37,36.77,-81.4196,171.8699,1860.6,1.2,0.37,64.2,208.2,151.4,0,0.0,0.29,346.9,0.134,64.5,55.57,Spaceport / Landing Pad
SP_GRID_056_005,-251.72,36.77,-81.6043,171.6897,1945.4,0.85,0.39,65.2,208.9,152.1,0,0.0,0.13,347.2,0.133,65.3,56.05,Spaceport / Landing Pad
SP_GRID_056_006,-246.06,36.77,-81.789,171.5014,1993.2,0.5,0.34,65.8,209.3,152.6,0,0.0,0.16,347.5,0.132,65.8,56.35,Spaceport / Landing Pad
SP_GRID_056_007,-240.4,36.77,-81.9736,171.3045,2003.3,0.84,0.36,65.7,209.3,152.6,0,0.0,0.2,347.2,0.133,65.9,56.25,Spaceport / Landing Pad
SP_GRID_056_008,-234.75,36.77,-82.1581,171.0983,1977.7,1.68,0.26,65.1,208.8,152.0,0,0.0,0.22,346.5,0.136,65.6,55.66,Spaceport / Landing Pad
SP_GRID_056_009,-229.09,36.77,-82.3425,170.8821,1920.9,1.63,0.32,64.6,208.4,151.6,0,0.0,0.14,346.5,0.135,65.1,55.5,Spaceport / Landing Pad
SP_GRID_056_010,-223.43,36.77,-82.5268,170.6553,1839.2,2.1,0.26,63.6,207.7,150.9,0,0.0,0.35,346.2,0.137,64.3,54.86,Spaceport / Landing Pad
SP_GRID_056_011,-217.78,36.77,-82.7109,170.4171,1740.4,2.65,0.5,62.4,206.8,149.9,0,0.0,0.27,345.7,0.139,63.4,54.0,Spaceport / Landing Pad
SP_GRID_056_012,-212.12,36.77,-82.8949,170.1664,1633.3,2.36,0.55,61.5,206.2,149.2,0,0.0,0.13,344.7,0.143,62.3,53.96,Spaceport / Landing Pad
SP_GRID_056_013,-206.46,36.77,-83.0788,169.9025,1526.7,1.86,0.31,60.8,205.6,148.6,0,0.0,0.24,342.0,0.154,61.3,54.12,Spaceport / Landing Pad
SP_GRID_056_014,-200.81,36.77,-83.2625,169.6242,1428.6,1.4,0.22,60.1,205.1,148.1,0,0.0,0.18,339.6,0.164,60.4,54.22,Spaceport / Landing Pad
SP_GRID_056_015,-195.15,36.77,-83.446,169.3302,1346.2,0.5,0.28,59.8,204.8,147.8,0,0.0,0.31,338.0,0.17,59.6,54.46,Spaceport / Landing Pad
SP_GRID_056_016,-189.49,36.77,-83.6294,169.0193,1284.6,0.87,0.42,59.0,204.3,147.2,0,0.0,0.15,335.9,0.179,59.0,54.17,Spaceport / Landing Pad
SP_GRID_056_017,-183.84,36.77,-83.8126,168.6901,1246.8,0.5,0.3,58.9,204.1,147.1,0,0.0,0.11,335.1,0.182,58.6,54.22,Spaceport / Landing Pad
SP_GRID_056_018,-178.18,36.77,-83.9955,168.3407,1233.6,0.5,0.15,58.7,204.0,147.0,0,0.0,0.06,334.7,0.183,58.5,54.19,Spaceport / Landing Pad
SP_GRID_056_019,-172.53,36.77,-84.1782,167.9694,1243.1,0.5,0.43,58.8,204.1,147.1,0,0.0,0.35,335.0,0.182,58.6,54.21,Spaceport / Landing Pad
SP_GRID_056_020,-166.87,36.77,-84.3607,167.5741,1271.5,0.5,0.38,59.1,204.3,147.3,0,0.0,0.16,335.8,0.179,58.9,54.28,Spaceport / Landing Pad
SP_GRID_056_021,-161.21,36.77,-84.5428,167.1523,1312.9,0.5,0.17,59.5,204.6,147.6,0,0.0,0.12,337.0,0.174,59.3,54.38,Spaceport / Landing Pad
SP_GRID_056_022,-155.56,36.77,-84.7247,166.7014,1360.2,0.5,0.41,59.9,204.9,147.9,0,0.0,0.2,338.4,0.169,59.7,54.49,Spaceport / Landing Pad
SP_GRID_056_023,-149.9,36.77,-84.9062,166.2184,1405.6,1.04,0.31,60.1,205.1,148.1,0,0.0,0.14,339.2,0.165,60.1,54.37,Spaceport / Landing Pad
SP_GRID_056_024,-144.24,36.77,-85.0873,165.6997,1441.2,1.47,0.31,60.2,205.1,148.2,0,0.0,0.12,339.9,0.162,60.5,54.2,Spaceport / Landing Pad
SP_GRID_056_025,-138.59,36.77,-85.268,165.1414,1459.8,0.63,0.28,60.8,205.6,148.6,0,0.0,0.23,341.1,0.157,60.7,54.69,Spaceport / Landing Pad
