sample_id,latitude_deg,longitude_deg,lend_epithermal_cps,neutron_suppression_index,weh_wt_pct,weh_ppm,water_ice_probability,is_cold_trap
LEND_02227,-84.0164,-140.3936,3.55,0.236,1.99,1990,0.48,0
LEND_02228,-87.0276,161.0741,4.14,0.11,1.07,1070,0.249,0
LEND_02229,-87.0008,-27.5911,3.57,0.233,1.21,1210,0.336,0
LEND_02230,-82.5681,-176.6483,3.84,0.174,2.05,2050,0.46,0
LEND_02231,-89.5186,-20.7383,3.99,0.142,1.35,1350,0.317,0
LEND_02232,-80.9711,-163.4151,3.02,0.35,4.06,4060,0.913,1
LEND_02233,-81.4774,15.7961,3.62,0.222,2.08,2080,0.489,0
LEND_02234,-83.322,-58.1206,3.81,0.181,1.39,1390,0.343,0
LEND_02235,-84.0678,-9.5634,3.68,0.209,0.51,510,0.197,0
LEND_02236,-81.077,40.7413,3.68,0.209,1.86,1860,0.443,0
LEND_02237,-88.1467,132.7684,3.71,0.202,1.85,1850,0.437,0
LEND_02238,-89.2103,58.2846,3.91,0.159,0.52,520,0.174,0
LEND_02239,-87.6049,-23.7424,3.51,0.245,1.34,1340,0.366,0
LEND_02240,-82.0542,114.994,3.79,0.186,1.23,1230,0.317,0
LEND_02241,-89.6533,146.0096,3.63,0.219,1.91,1910,0.457,0
LEND_02242,-84.1719,-136.8864,4.18,0.102,0.82,820,0.2,0
LEND_02243,-80.0456,11.4959,3.91,0.16,1.11,1110,0.282,0
LEND_02244,-81.443,-77.5757,4.11,0.117,1.45,1450,0.322,0
LEND_02245,-84.7855,-163.058,3.64,0.218,1.28,1280,0.342,0
LEND_02246,-89.3636,60.6768,4.07,0.125,2.11,2110,0.446,0
LEND_02247,-81.6863,130.5975,3.79,0.185,2.13,2130,0.48,0
LEND_02248,-84.0102,-121.355,3.62,0.221,0.45,450,0.192,0
LEND_02249,-88.8507,112.4689,4.03,0.133,0.87,870,0.225,0
LEND_02250,-89.0614,127.2225,4.03,0.133,0.31,310,0.123,0
LEND_02251,-80.9037,149.1626,4.2,0.097,1.09,1090,0.247,0
LEND_02252,-83.308,-84.4974,4.05,0.13,1.56,1560,0.349,0
LEND_02253,-81.7071,145.4231,3.6,0.225,1.2,1200,0.331,0
LEND_02254,-81.2102,-64.5614,3.73,0.199,0.43,430,0.178,0
LEND_02255,-84.2823,18.8417,3.82,0.179,0.67,670,0.211,0
LEND_02256,-84.8255,-161.8173,3.59,0.228,0.63,630,0.229,0
LEND_02257,-85.6957,-164.2028,4.05,0.129,1.27,1270,0.295,0
LEND_02258,-86.8305,79.3344,3.87,0.168,1.59,1590,0.373,0
LEND_02259,-85.654,-19.9872,4.16,0.105,0.9,900,0.216,0
LEND_02260,-82.2612,-87.7347,3.91,0.159,0.55,550,0.179,0
LEND_02261,-83.9808,-111.4511,3.87,0.169,1.82,1820,0.415,0
LEND_02262,-81.0748,61.1833,3.55,0.237,1.93,1930,0.469,0
LEND_02263,-85.5662,-179.8554,3.6,0.225,0.83,830,0.263,0
LEND_02264,-83.9291,110.1208,4.09,0.119,1.1,1100,0.26,0
LEND_02265,-83.6869,-151.4701,4.19,0.098,0.46,460,0.133,0
LEND_02266,-84.083,-111.0637,3.79,0.185,0.73,730,0.225,0
LEND_02267,-82.9737,-40.9549,4.07,0.125,1.76,1760,0.383,0
LEND_02268,-87.6257,-5.4509,3.94,0.153,0.99,990,0.256,0
LEND_02269,-84.8764,-52.2018,4.17,0.103,1.45,1450,0.315,0
LEND_02270,-88.9578,-64.5436,3.67,0.211,2.1,2100,0.488,0
LEND_02271,-86.1549,167.0098,3.88,0.165,1.67,1670,0.386,0
LEND_02272,-85.1233,50.9687,3.79,0.186,1.16,1160,0.304,0
LEND_02273,-83.4778,-171.5641,3.88,0.166,1.0,1000,0.265,0
LEND_02274,-80.4947,-25.1367,3.69,0.207,0.66,660,0.223,0
LEND_02275,-83.9935,135.0031,3.85,0.172,1.74,1740,0.403,0
LEND_02276,-82.5641,-71.4758,3.94,0.153,0.51,510,0.169,0
LEND_02277,-84.9373,-145.9597,3.56,0.235,0.42,420,0.194,0
LEND_02278,-83.659,93.0185,4.02,0.135,0.5,500,0.159,0
LEND_02279,-89.2907,38.165,3.99,0.141,0.76,760,0.209,0
LEND_02280,-87.4561,25.3125,4.12,0.115,1.49,1490,0.328,0
LEND_02281,-86.3815,-160.7124,3.8,0.183,1.94,1940,0.444,0
LEND_02282,-85.2751,-129.4204,3.54,0.238,2.19,2190,0.517,0
LEND_02283,-89.5435,44.1178,3.82,0.178,1.69,1690,0.396,0
LEND_02284,-88.5998,-105.1834,3.6,0.227,0.58,580,0.219,0
LEND_02285,-87.2319,1.4652,3.95,0.15,0.83,830,0.226,0
LEND_02286,-80.2847,16.1574,3.53,0.24,0.55,550,0.22,0
LEND_02287,-86.6865,-77.9374,3.76,0.191,0.52,520,0.19,0
LEND_02288,-85.1796,161.4331,3.56,0.235,1.38,1380,0.368,0
LEND_02289,-88.039,123.2871,3.5,0.247,2.02,2020,0.491,0
LEND_02290,-83.8922,80.0545,4.17,0.103,1.6,1600,0.342,0
LEND_02291,-87.1932,-151.9222,4.2,0.097,1.82,1820,0.38,0
LEND_02292,-87.9301,-141.7932,3.89,0.164,1.27,1270,0.313,0
LEND_02293,-84.8343,-2.5987,3.67,0.211,1.2,1200,0.324,0
LEND_02294,-89.9449,-122.1432,4.14,0.11,2.08,2080,0.433,0
LEND_02295,-89.9234,172.1756,4.15,0.108,1.67,1670,0.358,0
LEND_02296,-87.8093,-122.9327,4.1,0.119,1.17,1170,0.272,0
LEND_02297,-89.6328,-4.5116,3.88,0.165,0.93,930,0.252,0
LEND_02298,-88.9197,-48.9164,3.55,0.236,0.48,480,0.205,0
LEND_02299,-86.6114,50.1791,3.56,0.234,1.86,1860,0.455,0
LEND_02300,-81.9741,-133.5469,4.13,0.112,0.62,620,0.169,0
LEND_02301,-84.2795,-25.0861,4.11,0.115,1.28,1280,0.29,0
LEND_02302,-84.8733,-81.1062,3.8,0.182,1.51,1510,0.366,0
LEND_02303,-87.0651,139.5905,3.73,0.198,1.71,1710,0.41,0
LEND_02304,-80.6825,-165.3891,3.95,0.15,0.46,460,0.159,0
LEND_02305,-86.0298,148.9419,4.06,0.126,0.32,320,0.121,0
LEND_02306,-89.1291,119.8779,4.01,0.137,1.64,1640,0.367,0
LEND_02307,-83.8293,-72.8745,3.93,0.155,1.16,1160,0.288,0
LEND_02308,-88.8616,104.1446,2.71,0.417,5.33,5330,0.98,1
LEND_02309,-86.5478,-168.7631,3.68,0.208,2.17,2170,0.498,0
LEND_02310,-84.9259,168.0716,4.01,0.138,1.8,1800,0.396,0
LEND_02311,-81.2578,9.5742,4.06,0.126,1.4,1400,0.318,0
LEND_02312,-85.0645,-70.8188,3.58,0.23,1.63,1630,0.411,0
LEND_02313,-82.9774,-49.47,3.63,0.219,0.59,590,0.217,0
LEND_02314,-80.0718,-156.0941,3.98,0.145,2.13,2130,0.46,0
LEND_02315,-88.6851,176.1658,3.77,0.189,2.19,2190,0.493,0
LEND_02316,-87.2527,-165.8549,3.89,0.163,1.53,1530,0.359,0
LEND_02317,-86.0542,55.7666,3.22,0.307,4.56,4560,0.98,1
LEND_02318,-85.7817,-20.6151,4.04,0.13,1.64,1640,0.363,0
LEND_02319,-85.8898,161.6098,4.06,0.126,1.56,1560,0.347,0
LEND_02320,-80.9239,-91.4401,3.7,0.205,1.13,1130,0.308,0
LEND_02321,-82.8597,11.5513,3.88,0.166,1.33,1330,0.325,0
LEND_02322,-83.9209,-6.3518,3.59,0.229,0.84,840,0.267,0
LEND_02323,-86.9063,73.0319,3.25,0.301,3.66,3660,0.816,1
LEND_02324,-81.7621,-155.5163,4.09,0.12,1.13,1130,0.265,0
LEND_02325,-80.4494,-110.2359,3.71,0.202,0.85,850,0.256,0
LEND_02326,-81.788,-102.7567,3.61,0.223,1.79,1790,0.437,0
LEND_02327,-89.9843,85.7343,3.55,0.237,1.08,1080,0.315,0
LEND_02328,-83.636,-111.9101,3.9,0.161,1.35,1350,0.326,0
LEND_02329,-89.4886,26.457,3.56,0.234,0.6,600,0.226,0
LEND_02330,-87.4239,-102.5122,3.98,0.145,1.2,1200,0.291,0
LEND_02331,-89.4048,130.185,3.97,0.145,1.75,1750,0.391,0
LEND_02332,-83.962,159.1868,2.74,0.411,4.05,4050,0.942,1
LEND_02333,-83.1341,6.6575,4.11,0.115,1.36,1360,0.305,0
LEND_02334,-88.8551,-53.1688,3.76,0.19,1.63,1630,0.392,0
LEND_02335,-86.1616,-95.7392,4.13,0.111,1.04,1040,0.245,0
LEND_02336,-85.4376,-162.0788,3.53,0.242,0.97,970,0.297,0
LEND_02337,-86.3095,-83.34,2.76,0.407,4.82,4820,0.98,1
LEND_02338,-88.7897,55.5249,3.79,0.185,1.41,1410,0.349,0
LEND_02339,-85.8105,12.1021,3.92,0.158,1.64,1640,0.377,0
LEND_02340,-82.4882,159.8549,3.52,0.242,1.4,1400,0.376,0
LEND_02341,-89.2899,-37.3402,3.9,0.162,0.84,840,0.234,0
LEND_02342,-89.1982,69.7908,3.72,0.201,0.8,800,0.246,0
LEND_02343,-86.4523,-3.8438,4.12,0.114,0.6,600,0.166,0
LEND_02344,-80.5827,4.5274,3.87,0.167,0.39,390,0.154,0
LEND_02345,-83.3143,-83.6012,3.91,0.159,1.11,1110,0.281,0
LEND_02346,-83.2133,-16.2177,4.16,0.105,0.6,600,0.162,0
LEND_02347,-86.3808,-10.5174,4.03,0.132,1.61,1610,0.359,0
LEND_02348,-84.0634,74.3913,3.81,0.181,2.13,2130,0.478,0
LEND_02349,-89.8987,158.6304,3.83,0.176,0.44,440,0.168,0
LEND_02350,-83.639,-61.4443,3.95,0.15,2.0,2000,0.439,0
LEND_02351,-80.8671,-164.8078,3.64,0.217,1.55,1550,0.39,0
LEND_02352,-83.8743,-1.3338,3.56,0.234,1.93,1930,0.468,0
LEND_02353,-81.263,16.0061,3.72,0.2,0.59,590,0.208,0
LEND_02354,-82.7603,-119.3614,4.04,0.13,2.02,2020,0.432,0
LEND_02355,-88.7944,93.7673,3.68,0.209,2.12,2120,0.49,0
LEND_02356,-80.9755,174.5745,3.59,0.228,2.02,2020,0.481,0
LEND_02357,-89.3356,160.4789,3.65,0.214,1.79,1790,0.433,0
LEND_02358,-84.6603,-109.0418,3.98,0.145,0.47,470,0.158,0
LEND_02359,-88.5786,135.1308,3.93,0.155,0.72,720,0.208,0
LEND_02360,-89.8829,73.6177,3.98,0.144,2.03,2030,0.441,0
LEND_02361,-85.7797,-16.6152,3.73,0.199,0.74,740,0.234,0
LEND_02362,-87.0496,14.62,4.13,0.112,0.96,960,0.23,0
LEND_02363,-85.14,125.8561,3.82,0.179,0.4,400,0.162,0
LEND_02364,-84.228,-7.1514,3.86,0.17,1.49,1490,0.356,0
LEND_02365,-89.5626,-45.6453,4.16,0.104,1.37,1370,0.301,0
LEND_02366,-88.77,-2.4309,4.19,0.1,2.13,2130,0.437,0
LEND_02367,-84.4136,28.4867,3.96,0.148,2.0,2000,0.437,0
LEND_02368,-86.5683,-111.932,4.16,0.105,1.26,1260,0.282,0
LEND_02369,-82.7083,144.3268,3.88,0.166,1.46,1460,0.348,0
LEND_02370,-83.4771,62.7073,3.72,0.201,1.09,1090,0.299,0
LEND_02371,-81.544,47.9768,3.72,0.2,0.55,550,0.2,0
LEND_02372,-83.0751,-144.1814,3.89,0.163,1.95,1950,0.436,0
LEND_02373,-85.7007,37.5026,3.92,0.156,1.34,1340,0.322,0
LEND_02374,-83.2703,-136.4542,3.81,0.181,1.11,1110,0.292,0
LEND_02375,-87.2462,-151.6688,4.12,0.114,0.43,430,0.135,0
LEND_02376,-86.9369,9.8319,3.8,0.183,1.56,1560,0.375,0
LEND_02377,-82.1101,-34.9972,3.69,0.206,1.06,1060,0.296,0
LEND_02378,-85.5358,31.9717,2.91,0.375,5.45,5450,0.98,1
LEND_02379,-82.0162,-147.88,3.03,0.347,3.89,3890,0.881,1
LEND_02380,-81.7758,-24.8461,4.08,0.123,0.65,650,0.18,0
LEND_02381,-81.4244,-117.0768,3.93,0.155,1.28,1280,0.31,0
LEND_02382,-80.8336,175.356,4.08,0.122,1.81,1810,0.39,0
LEND_02383,-85.6901,22.0141,4.07,0.125,1.91,1910,0.41,0
LEND_02384,-86.8113,67.4773,4.15,0.107,1.86,1860,0.392,0
LEND_02385,-84.178,-62.8494,3.77,0.189,2.0,2000,0.458,0
LEND_02386,-86.2883,-145.894,3.89,0.164,0.57,570,0.186,0
LEND_02387,-83.9893,171.3135,3.57,0.232,2.09,2090,0.496,0
LEND_02388,-82.9441,-76.9467,4.18,0.102,0.32,320,0.109,0
LEND_02389,-83.1159,-27.4291,4.19,0.099,0.79,790,0.193,0
LEND_02390,-86.2545,53.951,3.17,0.318,5.26,5260,0.98,1
LEND_02391,-88.3314,-171.109,3.82,0.179,2.1,2100,0.471,0
LEND_02392,-85.6947,111.6933,3.85,0.173,1.11,1110,0.288,0
LEND_02393,-88.5741,13.1681,3.8,0.182,0.9,900,0.255,0
LEND_02394,-81.099,-79.8418,3.71,0.203,0.62,620,0.214,0
LEND_02395,-86.5412,-157.8211,3.87,0.168,0.6,600,0.193,0
LEND_02396,-88.4554,-121.5006,3.54,0.239,1.47,1470,0.387,0
LEND_02397,-89.7455,142.2122,4.19,0.098,0.39,390,0.12,0
LEND_02398,-83.5418,66.9687,3.8,0.183,1.43,1430,0.352,0
LEND_02399,-83.631,-90.0354,4.15,0.108,1.77,1770,0.376,0
LEND_02400,-86.594,-156.3837,4.01,0.138,1.44,1440,0.331,0
LEND_02401,-89.2829,68.6215,3.7,0.204,1.87,1870,0.442,0
LEND_02402,-85.9037,26.0668,3.66,0.214,0.8,800,0.252,0
LEND_02403,-86.8878,-34.373,4.2,0.097,0.45,450,0.131,0
LEND_02404,-83.2288,-49.0999,4.04,0.131,1.67,1670,0.369,0
LEND_02405,-83.9422,-101.9469,3.67,0.21,1.87,1870,0.445,0
LEND_02406,-86.3541,61.0601,3.55,0.237,1.25,1250,0.346,0
LEND_02407,-87.8211,169.4405,3.99,0.142,1.86,1860,0.409,0
LEND_02408,-80.1196,-116.7425,3.71,0.202,1.17,1170,0.314,0
LEND_02409,-85.46,34.962,3.65,0.214,0.68,680,0.231,0
LEND_02410,-83.1173,-27.2934,4.01,0.137,1.2,1200,0.287,0
LEND_02411,-88.5945,-19.1921,3.98,0.145,0.71,710,0.202,0
LEND_02412,-85.1441,-88.507,3.84,0.175,1.2,1200,0.306,0
LEND_02413,-89.7246,117.0486,4.16,0.105,0.58,580,0.158,0
LEND_02414,-84.9454,-5.308,3.98,0.145,0.65,650,0.191,0
LEND_02415,-80.3598,15.6261,4.13,0.113,1.98,1980,0.416,0
LEND_02416,-86.1579,-70.2861,3.63,0.219,0.52,520,0.204,0
LEND_02417,-89.61,-114.549,3.71,0.203,0.73,730,0.234,0
LEND_02418,-89.6904,-149.0723,3.57,0.232,2.19,2190,0.514,0
LEND_02419,-86.1201,77.0829,3.71,0.201,1.39,1390,0.353,0
LEND_02420,-88.3998,-109.3557,4.18,0.101,1.41,1410,0.307,0
LEND_02421,-89.7665,68.4271,4.17,0.102,1.91,1910,0.398,0
LEND_02422,-82.4379,-39.4645,4.03,0.133,1.3,1300,0.303,0
LEND_02423,-85.4148,-30.3211,3.86,0.169,0.72,720,0.215,0
LEND_02424,-87.1076,-11.0961,4.05,0.13,1.1,1100,0.265,0
LEND_02425,-80.9992,-47.6249,3.89,0.164,1.73,1730,0.397,0
LEND_02426,-88.8386,-143.7768,3.5,0.247,1.96,1960,0.48,0
LEND_02427,-80.4408,-68.5325,3.85,0.172,0.82,820,0.235,0
LEND_02428,-86.8603,58.9444,3.92,0.157,0.8,800,0.224,0
LEND_02429,-81.116,59.6824,3.69,0.207,0.92,920,0.271,0
LEND_02430,-83.9706,-76.9592,3.64,0.217,1.43,1430,0.368,0
LEND_02431,-81.7329,-14.3631,3.69,0.206,0.83,830,0.254,0
LEND_02432,-80.1599,-110.359,3.94,0.153,2.0,2000,0.44,0
LEND_02433,-87.1159,-104.2661,3.6,0.225,2.16,2160,0.505,0
LEND_02434,-80.3886,-171.703,4.0,0.139,1.59,1590,0.359,0
LEND_02435,-86.1052,142.8288,3.8,0.184,2.14,2140,0.481,0
LEND_02436,-86.1449,-104.1456,3.75,0.194,0.85,850,0.252,0
LEND_02437,-86.5961,-98.0878,4.07,0.126,1.85,1850,0.399,0
LEND_02438,-84.5859,-79.3435,3.85,0.171,1.59,1590,0.375,0
LEND_02439,-88.4585,-134.1331,3.76,0.19,0.8,800,0.241,0
LEND_02440,-84.4629,50.1346,4.11,0.115,0.9,900,0.221,0
LEND_02441,-84.583,-152.9485,3.76,0.192,1.23,1230,0.32,0
LEND_02442,-82.381,-131.6871,4.1,0.118,1.8,1800,0.386,0
LEND_02443,-81.6635,52.1124,3.85,0.171,1.96,1960,0.442,0
LEND_02444,-85.5956,-57.7222,3.65,0.216,1.5,1500,0.381,0
LEND_02445,-86.9767,74.8612,3.93,0.155,1.67,1670,0.381,0
LEND_02446,-87.4067,20.6729,3.7,0.204,0.8,800,0.248,0
LEND_02447,-88.0538,-87.8324,3.6,0.225,1.71,1710,0.423,0
LEND_02448,-89.4235,54.2981,3.56,0.234,1.45,1450,0.381,0
LEND_02449,-86.5755,-138.1415,3.67,0.211,0.72,720,0.236,0
LEND_02450,-87.2975,13.1077,4.02,0.136,2.11,2110,0.452,0
LEND_02451,-80.3358,-22.6267,4.09,0.121,1.27,1270,0.291,0
LEND_02452,-84.4229,-83.5655,4.1,0.118,1.81,1810,0.388,0
LEND_02453,-86.5272,37.4418,3.69,0.207,1.3,1300,0.34,0
LEND_02454,-84.1953,133.6801,3.96,0.148,2.07,2070,0.45,0
LEND_02455,-88.608,179.6057,3.66,0.213,0.57,570,0.21,0
LEND_02456,-85.5596,38.7946,3.94,0.154,1.34,1340,0.32,0
LEND_02457,-83.7377,-34.3059,4.12,0.114,0.35,350,0.121,0
LEND_02458,-85.111,-98.9254,3.53,0.241,0.68,680,0.244,0
LEND_02459,-85.9822,-87.4454,4.19,0.099,0.83,830,0.2,0
LEND_02460,-80.0615,-7.3962,4.08,0.123,1.2,1200,0.28,0
LEND_02461,-81.1969,-47.78,4.03,0.133,1.86,1860,0.405,0
LEND_02462,-83.7659,148.9732,3.98,0.143,1.19,1190,0.288,0
LEND_02463,-84.3062,-47.4136,4.04,0.131,1.37,1370,0.315,0
LEND_02464,-83.7934,-45.5599,4.2,0.098,2.06,2060,0.423,0
LEND_02465,-87.9869,-41.9276,4.04,0.131,1.74,1740,0.382,0
LEND_02466,-86.0486,121.1833,3.75,0.194,0.4,400,0.17,0
LEND_02467,-89.6054,54.2838,3.93,0.155,0.64,640,0.194,0
LEND_02468,-85.2445,41.1008,3.74,0.197,0.37,370,0.166,0
LEND_02469,-84.5698,-59.7085,4.18,0.101,0.43,430,0.129,0
LEND_02470,-87.7225,114.4455,4.13,0.112,0.94,940,0.227,0
LEND_02471,-80.3597,-166.189,3.9,0.162,1.68,1680,0.386,0
LEND_02472,-80.9055,133.487,4.05,0.13,0.76,760,0.203,0
LEND_02473,-82.7786,4.59,4.14,0.11,1.05,1050,0.246,0
LEND_02474,-84.6661,-36.6299,3.67,0.211,1.05,1050,0.296,0
LEND_02475,-81.3003,-1.0198,3.91,0.16,1.42,1420,0.338,0
LEND_02476,-88.6935,60.2696,3.84,0.175,2.0,2000,0.451,0
LEND_02477,-82.0949,-175.4044,4.04,0.131,2.17,2170,0.46,0
LEND_02478,-88.7518,133.7587,3.77,0.19,1.45,1450,0.359,0
LEND_02479,-82.0579,-19.1738,4.0,0.141,1.26,1260,0.299,0
LEND_02480,-87.2423,-56.5321,3.78,0.187,1.6,1600,0.384,0
LEND_02481,-81.2291,-130.2316,3.58,0.231,1.57,1570,0.401,0
LEND_02482,-80.5596,-21.7925,3.57,0.231,1.3,1300,0.352,0
LEND_02483,-88.512,-1.3238,3.58,0.229,1.7,1700,0.424,0
LEND_02484,-85.3732,-34.6872,3.52,0.242,1.23,1230,0.345,0
LEND_02485,-80.1901,64.3176,3.87,0.167,2.19,2190,0.482,0
LEND_02486,-85.1659,-28.4772,3.97,0.146,0.39,390,0.144,0
LEND_02487,-81.3645,166.1103,3.59,0.228,1.14,1140,0.321,0
LEND_02488,-84.1127,35.7399,3.93,0.155,1.05,1050,0.269,0
LEND_02489,-86.2467,110.6921,3.92,0.157,1.76,1760,0.399,0
LEND_02490,-87.1422,-140.6319,3.6,0.225,0.66,660,0.233,0
LEND_02491,-87.9678,-36.9751,3.78,0.186,1.12,1120,0.297,0
LEND_02492,-82.382,-58.7348,4.03,0.134,1.63,1630,0.363,0
LEND_02493,-86.1346,25.0137,3.51,0.245,1.45,1450,0.386,0
LEND_02494,-84.8872,130.0009,3.6,0.225,1.34,1340,0.356,0
LEND_02495,-85.0767,-151.7982,4.2,0.097,1.13,1130,0.254,0
LEND_02496,-84.2272,-153.8731,4.01,0.137,1.73,1730,0.383,0
LEND_02497,-81.3442,126.1144,3.82,0.177,1.53,1530,0.367,0
LEND_02498,-80.1926,-103.374,3.94,0.153,1.96,1960,0.433,0
LEND_02499,-85.9242,60.7512,4.09,0.12,1.69,1690,0.367,0
LEND_02500,-81.7248,15.4361,4.09,0.121,0.57,570,0.164,0
LEND_02501,-82.3547,119.8417,3.73,0.198,1.48,1480,0.368,0
LEND_02502,-84.2647,-134.968,3.84,0.173,0.38,380,0.156,0
LEND_02503,-80.4395,-133.2781,3.95,0.151,1.04,1040,0.265,0
LEND_02504,-87.9953,20.4546,3.55,0.236,1.08,1080,0.315,0
LEND_02505,-88.9074,160.6963,4.16,0.105,1.92,1920,0.402,0
LEND_02506,-81.4604,-30.6008,3.8,0.182,0.64,640,0.207,0
LEND_02507,-85.6085,-62.3008,3.76,0.191,1.52,1520,0.372,0
LEND_02508,-81.5303,38.4082,4.13,0.111,0.67,670,0.177,0
LEND_02509,-81.0691,154.9615,3.58,0.23,2.1,2100,0.497,0
LEND_02510,-89.3754,121.294,3.53,0.241,1.31,1310,0.359,0
LEND_02511,-81.1654,178.3741,3.98,0.144,1.65,1650,0.372,0
LEND_02512,-85.5168,-171.8753,3.77,0.189,1.53,1530,0.373,0
LEND_02513,-84.8957,-139.3711,4.04,0.132,0.88,880,0.226,0
LEND_02514,-83.7341,39.4084,3.55,0.237,2.01,2010,0.484,0
LEND_02515,-80.7362,115.4075,3.77,0.19,1.49,1490,0.366,0
LEND_02516,-89.8088,-77.312,3.66,0.212,1.27,1270,0.337,0
LEND_02517,-85.2316,-93.884,4.02,0.136,1.3,1300,0.304,0
LEND_02518,-83.1228,103.3113,3.66,0.213,1.99,1990,0.468,0
LEND_02519,-82.7729,-159.7025,3.82,0.178,0.41,410,0.164,0
LEND_02520,-83.0747,-47.0222,4.07,0.124,1.04,1040,0.251,0
LEND_02521,-88.6556,2.0913,4.14,0.11,1.9,1900,0.4,0
LEND_02522,-87.006,21.7255,4.01,0.139,0.37,370,0.137,0
LEND_02523,-86.4128,82.3015,3.8,0.183,1.51,1510,0.366,0
LEND_02524,-81.9556,-52.2555,3.9,0.161,1.07,1070,0.275,0
LEND_02525,-87.2124,40.5664,3.98,0.143,0.69,690,0.197,0
LEND_02526,-87.893,30.7352,4.11,0.116,1.46,1460,0.323,0
LEND_02527,-80.4255,17.1418,4.12,0.114,1.88,1880,0.399,0
LEND_02528,-89.9114,50.574,4.15,0.107,1.19,1190,0.27,0
LEND_02529,-80.0218,-86.5983,4.07,0.125,0.58,580,0.168,0
LEND_02530,-83.2318,-149.5264,3.6,0.225,0.88,880,0.273,0
LEND_02531,-81.7153,-137.0622,4.02,0.135,2.16,2160,0.46,0
LEND_02532,-87.0538,-99.1503,4.07,0.125,0.51,510,0.155,0
LEND_02533,-89.8568,0.0713,4.11,0.115,0.61,610,0.168,0
LEND_02534,-82.6213,122.5594,4.15,0.108,2.18,2180,0.45,0
LEND_02535,-81.6586,72.4656,3.86,0.171,1.98,1980,0.445,0
LEND_02536,-82.5952,104.0546,3.96,0.149,1.64,1640,0.373,0
LEND_02537,-88.5715,-53.6488,3.51,0.246,0.59,590,0.23,0
LEND_02538,-82.4657,-34.3247,3.9,0.161,0.76,760,0.219,0
LEND_02539,-82.3108,-38.2745,3.83,0.176,0.64,640,0.204,0
LEND_02540,-83.4146,-110.9257,4.17,0.102,1.5,1500,0.324,0
LEND_02541,-82.3388,-157.962,4.13,0.112,1.06,1060,0.249,0
LEND_02542,-81.5408,32.7298,4.06,0.127,0.39,390,0.135,0
LEND_02543,-83.864,176.118,3.54,0.239,0.85,850,0.274,0
LEND_02544,-89.114,-119.9413,3.78,0.187,1.94,1940,0.446,0
LEND_02545,-85.1237,-163.1935,3.23,0.305,3.55,3550,0.798,1
LEND_02546,-89.2235,100.6314,2.77,0.403,5.4,5400,0.98,1
LEND_02547,-85.9246,-89.069,3.19,0.314,3.87,3870,0.861,1
LEND_02548,-85.9289,118.6718,4.12,0.114,1.98,1980,0.417,0
LEND_02549,-89.3399,73.4172,3.59,0.228,1.32,1320,0.354,0
LEND_02550,-86.5118,160.4425,3.54,0.24,1.24,1240,0.345,0
LEND_02551,-88.89,-32.7862,3.91,0.16,2.07,2070,0.456,0
LEND_02552,-81.9176,58.3091,4.16,0.105,0.32,320,0.111,0
LEND_02553,-80.5231,-12.6523,4.08,0.122,1.36,1360,0.308,0
LEND_02554,-89.2768,47.0119,2.95,0.367,3.75,3750,0.865,1
LEND_02555,-80.4488,-18.1444,4.03,0.134,0.42,420,0.143,0
LEND_02556,-84.7742,-112.0924,3.81,0.181,0.98,980,0.269,0
LEND_02557,-87.0043,2.8431,4.16,0.105,2.16,2160,0.445,0
LEND_02558,-89.2314,10.2903,3.8,0.183,0.7,700,0.219,0
LEND_02559,-84.9938,111.8174,3.75,0.195,1.31,1310,0.335,0
LEND_02560,-82.0548,84.7875,3.81,0.18,1.72,1720,0.403,0
LEND_02561,-82.9291,58.965,4.07,0.125,1.04,1040,0.251,0
LEND_02562,-89.4977,-139.1806,3.08,0.337,5.7,5700,0.98,1
LEND_02563,-89.271,79.4219,3.75,0.193,0.42,420,0.173,0
LEND_02564,-85.9713,0.1099,3.82,0.178,0.66,660,0.209,0
LEND_02565,-87.0471,141.8758,4.13,0.112,1.97,1970,0.414,0
LEND_02566,-87.6762,151.1535,3.53,0.24,1.85,1850,0.456,0
LEND_02567,-87.19,-160.1436,4.05,0.129,0.88,880,0.225,0
LEND_02568,-81.9652,115.431,3.82,0.179,1.03,1030,0.277,0
LEND_02569,-80.7077,-166.4289,3.76,0.191,1.14,1140,0.303,0
LEND_02570,-85.949,-47.8189,3.81,0.18,0.96,960,0.265,0
LEND_02571,-80.9389,15.228,3.79,0.184,1.54,1540,0.372,0
LEND_02572,-86.785,-126.6837,4.03,0.133,0.32,320,0.125,0
LEND_02573,-85.2356,88.673,4.15,0.108,1.97,1970,0.412,0
LEND_02574,-87.7397,-176.9923,3.21,0.311,4.86,4860,0.98,1
LEND_02575,-83.5952,-119.3043,4.08,0.122,1.96,1960,0.417,0
LEND_02576,-80.2102,29.0869,4.01,0.137,1.16,1160,0.279,0
LEND_02577,-83.9651,77.1795,3.73,0.198,1.78,1780,0.422,0
LEND_02578,-86.4219,149.9915,3.91,0.159,1.87,1870,0.419,0
LEND_02579,-83.5218,73.9788,3.97,0.147,0.87,870,0.232,0
LEND_02580,-88.7708,61.8405,3.52,0.244,1.52,1520,0.398,0
LEND_02581,-81.1134,-38.0372,3.78,0.188,1.45,1450,0.357,0
LEND_02582,-84.9692,-179.5376,4.19,0.098,1.2,1200,0.267,0
LEND_02583,-85.5065,-136.7427,3.95,0.151,1.19,1190,0.292,0
