sample_id,latitude_deg,longitude_deg,lroc_wac_albedo,optical_maturation_omat,boulder_density_per_100m2,max_boulder_diameter_m,crater_density_per_km2,landing_hazard_index,nac_high_res_coverage
LROC_02457,-83.7377,-34.3059,0.155,0.211,0.05,0.92,29,0.122,0
LROC_02458,-85.111,-98.9254,0.18,0.168,0.86,1.54,56,0.327,1
LROC_02459,-85.9822,-87.4454,0.187,0.181,0.58,0.96,73,0.362,1
LROC_02460,-80.0615,-7.3962,0.186,0.157,0.78,1.31,87,0.442,1
LROC_02461,-81.1969,-47.78,0.174,0.18,0.24,0.97,46,0.213,1
LROC_02462,-83.7659,148.9732,0.189,0.173,0.24,1.09,94,0.405,1
LROC_02463,-84.3062,-47.4136,0.166,0.181,1.21,1.57,59,0.381,1
LROC_02464,-83.7934,-45.5599,0.171,0.189,0.95,1.32,19,0.19,1
LROC_02465,-87.9869,-41.9276,0.195,0.157,0.65,1.22,45,0.258,1
LROC_02466,-86.0486,121.1833,0.17,0.17,0.74,1.55,39,0.245,0
LROC_02467,-89.6054,54.2838,0.193,0.18,0.07,0.95,70,0.288,1
LROC_02468,-85.2445,41.1008,0.164,0.206,1.45,1.82,15,0.234,0
LROC_02469,-84.5698,-59.7085,0.211,0.165,1.1,1.55,75,0.432,1
LROC_02470,-87.7225,114.4455,0.173,0.19,0.67,1.46,81,0.404,0
LROC_02471,-80.3597,-166.189,0.182,0.189,1.88,2.46,81,0.55,1
LROC_02472,-80.9055,133.487,0.19,0.187,0.14,1.01,56,0.241,0
LROC_02473,-82.7786,4.59,0.177,0.166,0.87,1.63,73,0.396,0
LROC_02474,-84.6661,-36.6299,0.187,0.164,2.47,2.73,64,0.552,1
LROC_02475,-81.3003,-1.0198,0.194,0.162,0.28,1.03,91,0.398,0
LROC_02476,-88.6935,60.2696,0.199,0.199,0.05,0.47,48,0.198,1
LROC_02477,-82.0949,-175.4044,0.197,0.179,1.0,1.71,82,0.448,1
LROC_02478,-88.7518,133.7587,0.182,0.185,0.05,0.75,68,0.278,1
LROC_02479,-82.0579,-19.1738,0.183,0.183,1.54,2.26,28,0.297,1
LROC_02480,-87.2423,-56.5321,0.22,0.141,0.05,0.93,46,0.19,0
LROC_02481,-81.2291,-130.2316,0.199,0.2,0.79,1.14,84,0.431,1
LROC_02482,-80.5596,-21.7925,0.171,0.19,0.36,0.8,22,0.131,1
LROC_02483,-88.512,-1.3238,0.186,0.187,0.17,0.8,49,0.216,0
LROC_02484,-85.3732,-34.6872,0.18,0.153,1.71,2.38,38,0.357,1
LROC_02485,-80.1901,64.3176,0.183,0.189,1.03,1.73,17,0.192,1
LROC_02486,-85.1659,-28.4772,0.167,0.18,0.31,1.16,50,0.237,1
LROC_02487,-81.3645,166.1103,0.179,0.16,0.25,0.93,65,0.29,0
LROC_02488,-84.1127,35.7399,0.212,0.15,1.0,1.43,71,0.404,0
LROC_02489,-86.2467,110.6921,0.194,0.154,1.36,1.64,73,0.455,1
LROC_02490,-87.1422,-140.6319,0.148,0.174,0.94,1.36,36,0.257,0
LROC_02491,-87.9678,-36.9751,0.203,0.17,0.77,1.43,51,0.296,0
LROC_02492,-82.382,-58.7348,0.201,0.164,0.19,1.03,89,0.379,1
LROC_02493,-86.1346,25.0137,0.18,0.184,1.44,1.86,26,0.277,1
LROC_02494,-84.8872,130.0009,0.196,0.197,1.04,1.77,35,0.265,0
LROC_02495,-85.0767,-151.7982,0.172,0.181,0.55,1.09,29,0.182,1
LROC_02496,-84.2272,-153.8731,0.178,0.146,0.54,1.04,26,0.169,1
LROC_02497,-81.3442,126.1144,0.207,0.163,0.63,1.22,70,0.356,1
LROC_02498,-80.1926,-103.374,0.181,0.196,1.32,1.81,30,0.278,1
LROC_02499,-85.9242,60.7512,0.157,0.188,1.02,1.77,47,0.31,0
LROC_02500,-81.7248,15.4361,0.184,0.2,1.45,1.94,57,0.402,1
LROC_02501,-82.3547,119.8417,0.184,0.184,0.53,1.02,63,0.316,0
LROC_02502,-84.2647,-134.968,0.203,0.141,0.73,1.48,92,0.456,1
LROC_02503,-80.4395,-133.2781,0.185,0.178,1.45,2.2,32,0.302,1
LROC_02504,-87.9953,20.4546,0.179,0.184,0.2,0.9,30,0.144,1
LROC_02505,-88.9074,160.6963,0.201,0.186,0.44,0.92,54,0.269,0
LROC_02506,-81.4604,-30.6008,0.187,0.203,0.73,1.18,81,0.412,0
LROC_02507,-85.6085,-62.3008,0.174,0.195,1.85,2.09,76,0.526,1
LROC_02508,-81.5303,38.4082,0.202,0.176,0.05,0.48,93,0.378,1
LROC_02509,-81.0691,154.9615,0.188,0.186,0.18,1.02,41,0.186,1
LROC_02510,-89.3754,121.294,0.185,0.174,0.2,0.63,28,0.136,1
LROC_02511,-81.1654,178.3741,0.188,0.153,0.3,0.91,80,0.356,1
LROC_02512,-85.5168,-171.8753,0.169,0.185,0.25,0.97,41,0.194,1
LROC_02513,-84.8957,-139.3711,0.177,0.186,0.67,1.43,68,0.352,1
LROC_02514,-83.7341,39.4084,0.185,0.159,1.63,1.95,74,0.492,0
LROC_02515,-80.7362,115.4075,0.182,0.198,0.76,1.3,54,0.307,1
LROC_02516,-89.8088,-77.312,0.204,0.183,0.21,0.71,59,0.261,1
LROC_02517,-85.2316,-93.884,0.188,0.155,1.49,1.87,82,0.507,0
LROC_02518,-83.1228,103.3113,0.198,0.191,0.75,1.23,82,0.418,1
LROC_02519,-82.7729,-159.7025,0.185,0.172,0.19,0.86,77,0.331,1
LROC_02520,-83.0747,-47.0222,0.201,0.158,0.34,0.71,91,0.405,0
LROC_02521,-88.6556,2.0913,0.191,0.19,1.17,1.66,54,0.356,1
LROC_02522,-87.006,21.7255,0.185,0.176,1.01,1.4,55,0.341,1
LROC_02523,-86.4128,82.3015,0.185,0.205,0.64,1.46,75,0.377,0
LROC_02524,-81.9556,-52.2555,0.171,0.17,0.12,0.8,79,0.33,0
LROC_02525,-87.2124,40.5664,0.193,0.147,1.22,1.93,15,0.206,1
LROC_02526,-87.893,30.7352,0.184,0.173,0.28,0.75,23,0.126,1
LROC_02527,-80.4255,17.1418,0.177,0.192,1.11,1.8,89,0.489,1
LROC_02528,-89.9114,50.574,0.202,0.155,0.78,1.31,94,0.47,1
LROC_02529,-80.0218,-86.5983,0.166,0.165,0.23,0.7,29,0.144,0
LROC_02530,-83.2318,-149.5264,0.179,0.183,0.18,0.94,73,0.314,1
LROC_02531,-81.7153,-137.0622,0.2,0.148,0.11,0.88,80,0.333,1
LROC_02532,-87.0538,-99.1503,0.19,0.179,0.21,1.09,24,0.121,0
LROC_02533,-89.8568,0.0713,0.184,0.172,0.13,0.91,63,0.268,1
LROC_02534,-82.6213,122.5594,0.189,0.182,0.72,1.12,25,0.186,1
LROC_02535,-81.6586,72.4656,0.188,0.155,0.68,1.17,44,0.258,1
LROC_02536,-82.5952,104.0546,0.162,0.207,0.66,1.22,37,0.227,0
LROC_02537,-88.5715,-53.6488,0.18,0.176,0.77,1.16,36,0.236,1
LROC_02538,-82.4657,-34.3247,0.209,0.177,1.26,1.93,65,0.411,1
LROC_02539,-82.3108,-38.2745,0.175,0.196,1.84,2.32,56,0.445,1
LROC_02540,-83.4146,-110.9257,0.18,0.162,0.2,1.05,43,0.196,1
LROC_02541,-82.3388,-157.962,0.177,0.194,0.66,1.29,59,0.315,0
LROC_02542,-81.5408,32.7298,0.184,0.156,0.06,0.72,47,0.195,1
LROC_02543,-83.864,176.118,0.176,0.16,0.1,0.53,53,0.224,1
LROC_02544,-89.114,-119.9413,0.192,0.203,0.8,1.19,87,0.444,1
LROC_02545,-85.1237,-163.1935,0.188,0.192,0.5,1.27,79,0.376,1
LROC_02546,-89.2235,100.6314,0.197,0.202,1.07,1.86,64,0.384,1
LROC_02547,-85.9246,-89.069,0.169,0.178,0.42,0.99,62,0.298,1
LROC_02548,-85.9289,118.6718,0.18,0.181,0.1,0.9,51,0.216,1
LROC_02549,-89.3399,73.4172,0.182,0.186,1.54,2.1,92,0.553,1
LROC_02550,-86.5118,160.4425,0.192,0.173,0.06,0.93,47,0.195,1
LROC_02551,-88.89,-32.7862,0.173,0.171,0.16,0.66,20,0.099,0
LROC_02552,-81.9176,58.3091,0.199,0.157,0.24,0.89,84,0.365,1
LROC_02553,-80.5231,-12.6523,0.203,0.172,4.02,4.22,69,0.758,1
LROC_02554,-89.2768,47.0119,0.17,0.167,0.4,1.03,58,0.28,1
LROC_02555,-80.4488,-18.1444,0.178,0.163,0.52,1.0,64,0.318,1
LROC_02556,-84.7742,-112.0924,0.177,0.186,1.1,1.64,68,0.404,1
LROC_02557,-87.0043,2.8431,0.224,0.158,0.76,1.4,77,0.399,1
LROC_02558,-89.2314,10.2903,0.179,0.194,1.38,1.68,30,0.286,0
LROC_02559,-84.9938,111.8174,0.21,0.159,0.5,1.22,61,0.304,1
LROC_02560,-82.0548,84.7875,0.166,0.177,2.69,3.17,71,0.607,0
LROC_02561,-82.9291,58.965,0.17,0.19,1.2,1.92,16,0.208,1
LROC_02562,-89.4977,-139.1806,0.175,0.169,0.38,0.95,51,0.25,1
LROC_02563,-89.271,79.4219,0.172,0.173,0.36,0.75,37,0.191,1
LROC_02564,-85.9713,0.1099,0.181,0.169,1.99,2.42,27,0.347,1
LROC_02565,-87.0471,141.8758,0.174,0.179,0.86,1.24,79,0.419,1
LROC_02566,-87.6762,151.1535,0.173,0.209,0.73,1.38,62,0.336,1
LROC_02567,-87.19,-160.1436,0.202,0.148,1.06,1.38,21,0.211,1
LROC_02568,-81.9652,115.431,0.203,0.188,0.62,1.14,45,0.254,1
LROC_02569,-80.7077,-166.4289,0.199,0.182,0.13,0.56,77,0.324,1
LROC_02570,-85.949,-47.8189,0.193,0.197,0.29,0.66,59,0.271,1
LROC_02571,-80.9389,15.228,0.186,0.223,0.61,1.43,70,0.353,1
LROC_02572,-86.785,-126.6837,0.178,0.201,0.05,0.94,78,0.318,1
LROC_02573,-85.2356,88.673,0.171,0.197,0.43,1.06,36,0.196,1
LROC_02574,-87.7397,-176.9923,0.19,0.155,1.06,1.47,77,0.435,0
LROC_02575,-83.5952,-119.3043,0.167,0.167,0.13,0.97,94,0.392,1
LROC_02576,-80.2102,29.0869,0.17,0.189,0.05,0.91,42,0.174,1
LROC_02577,-83.9651,77.1795,0.202,0.144,1.36,2.05,58,0.395,1
LROC_02578,-86.4219,149.9915,0.214,0.173,0.72,1.32,28,0.198,1
LROC_02579,-83.5218,73.9788,0.191,0.142,0.15,0.57,33,0.15,1
LROC_02580,-88.7708,61.8405,0.202,0.186,1.23,1.55,74,0.444,1
LROC_02581,-81.1134,-38.0372,0.181,0.174,0.8,1.57,91,0.46,0
LROC_02582,-84.9692,-179.5376,0.165,0.188,0.3,1.11,16,0.1,1
LROC_02583,-85.5065,-136.7427,0.194,0.161,0.35,0.93,65,0.302,0
LROC_02584,-84.1414,12.4396,0.194,0.144,0.13,0.68,92,0.384,1
LROC_02585,-83.7522,63.0468,0.186,0.195,1.35,1.94,48,0.354,1
LROC_02586,-89.2822,-29.7186,0.181,0.199,0.53,1.28,65,0.324,1
LROC_02587,-83.1738,83.0444,0.199,0.165,0.61,1.31,33,0.205,1
LROC_02588,-87.5807,7.8704,0.17,0.193,1.61,2.16,50,0.393,1
LROC_02589,-82.8605,-153.2966,0.173,0.176,0.05,0.56,40,0.166,0
LROC_02590,-81.7747,-110.8741,0.17,0.188,0.05,0.58,49,0.202,1
LROC_02591,-81.9604,122.3994,0.186,0.188,0.13,0.88,77,0.324,1
LROC_02592,-84.475,80.9686,0.169,0.192,0.05,0.85,18,0.078,1
LROC_02593,-84.7983,142.1143,0.175,0.201,0.81,1.19,17,0.165,0
LROC_02594,-88.5712,-137.6794,0.174,0.189,0.75,1.17,19,0.166,1
LROC_02595,-82.2465,176.4801,0.181,0.179,0.18,0.9,43,0.194,1
LROC_02596,-87.2859,-104.6136,0.163,0.175,0.12,0.7,33,0.146,1
LROC_02597,-85.033,-175.7592,0.186,0.169,0.12,0.79,31,0.138,1
LROC_02598,-87.1573,179.0723,0.204,0.18,2.3,2.78,48,0.468,1
LROC_02599,-88.6617,-78.8134,0.187,0.153,0.89,1.59,34,0.243,0
LROC_02600,-83.7044,60.487,0.208,0.183,0.66,1.4,42,0.247,0
LROC_02601,-89.4567,-116.3944,0.205,0.164,0.29,0.8,87,0.383,1
LROC_02602,-82.5135,28.8823,0.197,0.159,0.43,1.06,81,0.376,1
LROC_02603,-86.8241,145.4526,0.186,0.16,0.07,0.52,24,0.104,1
LROC_02604,-89.9987,-64.7348,0.185,0.187,4.72,5.07,35,0.706,1
LROC_02605,-84.8887,61.2914,0.196,0.172,1.06,1.78,18,0.199,1
LROC_02606,-89.5315,-112.3547,0.179,0.203,0.73,1.21,36,0.232,1
LROC_02607,-87.2383,44.9263,0.157,0.17,0.66,1.07,85,0.419,0
LROC_02608,-82.9302,-58.8779,0.192,0.165,0.53,0.91,76,0.368,1
LROC_02609,-89.3731,-103.965,0.168,0.183,0.22,0.89,26,0.13,1
LROC_02610,-81.6066,-67.2545,0.171,0.172,0.19,0.62,25,0.123,1
LROC_02611,-89.9618,-115.6172,0.185,0.177,0.6,1.28,36,0.216,1
LROC_02612,-87.5318,144.6898,0.184,0.182,0.05,0.78,43,0.178,1
LROC_02613,-82.591,-37.0127,0.164,0.193,0.06,0.76,75,0.307,1
LROC_02614,-86.8373,-91.6995,0.187,0.198,0.62,1.4,75,0.374,1
LROC_02615,-88.9811,-18.5732,0.199,0.151,1.89,2.29,41,0.391,1
LROC_02616,-86.3977,-64.607,0.168,0.189,1.84,2.51,61,0.465,1
LROC_02617,-87.2961,87.9909,0.204,0.158,0.05,0.46,28,0.118,1
LROC_02618,-81.5729,169.6392,0.162,0.194,0.09,0.54,21,0.095,0
LROC_02619,-86.8665,-22.3079,0.217,0.169,0.66,1.2,29,0.195,1
LROC_02620,-82.1107,129.972,0.179,0.165,1.42,1.97,60,0.41,1
LROC_02621,-81.0813,23.7107,0.187,0.162,2.32,2.5,42,0.446,0
LROC_02622,-85.6618,-123.3952,0.157,0.197,1.48,2.02,57,0.406,0
LROC_02623,-80.9006,68.6242,0.184,0.178,0.85,1.32,24,0.198,1
LROC_02624,-86.2268,4.8364,0.188,0.172,0.17,1.0,65,0.28,1
LROC_02625,-80.3592,54.2183,0.184,0.187,0.06,0.72,17,0.075,1
LROC_02626,-89.1071,140.2875,0.177,0.191,0.05,0.74,90,0.366,1
LROC_02627,-83.1298,-21.4436,0.171,0.175,0.71,1.51,91,0.449,1
LROC_02628,-85.0619,144.4239,0.202,0.156,0.05,0.83,58,0.238,1
LROC_02629,-86.1235,90.2408,0.185,0.158,1.01,1.53,68,0.393,1
LROC_02630,-83.6729,-4.1022,0.208,0.167,0.93,1.48,48,0.304,1
LROC_02631,-82.9614,37.16,0.177,0.159,0.06,0.78,79,0.323,0
LROC_02632,-89.9564,-62.7908,0.178,0.181,1.78,2.1,39,0.37,1
LROC_02633,-88.3305,174.095,0.197,0.19,0.55,0.94,77,0.374,0
LROC_02634,-82.8695,60.2464,0.161,0.182,1.76,2.14,84,0.547,1
LROC_02635,-83.3361,-164.2151,0.167,0.177,1.74,2.36,59,0.445,1
LROC_02636,-80.3395,-62.4161,0.201,0.2,0.16,0.67,82,0.347,0
LROC_02637,-82.3896,44.3932,0.167,0.207,0.36,0.79,40,0.203,1
LROC_02638,-80.4923,-159.72,0.158,0.177,0.11,0.61,40,0.173,0
LROC_02639,-82.9746,-171.4017,0.213,0.166,1.12,1.75,40,0.294,0
LROC_02640,-87.0195,-17.9913,0.164,0.191,0.53,1.18,92,0.432,1
LROC_02641,-88.9464,-60.2315,0.188,0.178,1.98,2.53,76,0.542,1
LROC_02642,-82.1818,-22.2125,0.186,0.204,0.18,0.72,75,0.322,0
LROC_02643,-83.5585,-85.4304,0.143,0.197,0.87,1.63,16,0.168,1
LROC_02644,-89.5181,-120.7016,0.181,0.182,3.4,3.69,55,0.628,1
LROC_02645,-86.3995,68.0916,0.192,0.184,0.82,1.39,59,0.334,0
LROC_02646,-80.432,5.2456,0.19,0.192,0.05,0.92,28,0.118,1
LROC_02647,-84.996,-107.9445,0.199,0.185,0.67,1.49,51,0.284,1
LROC_02648,-85.6727,-64.9478,0.179,0.188,0.15,0.87,16,0.082,1
LROC_02649,-85.423,33.0508,0.196,0.148,0.05,0.92,19,0.082,1
LROC_02650,-87.9112,-153.9974,0.175,0.174,0.31,0.95,16,0.101,1
LROC_02651,-86.3129,-126.9169,0.164,0.198,0.23,0.76,15,0.088,1
LROC_02652,-86.3019,-153.6316,0.166,0.189,1.17,1.61,62,0.388,0
LROC_02653,-89.4764,112.4342,0.163,0.199,0.35,0.99,36,0.186,0
LROC_02654,-82.3243,90.8673,0.2,0.198,0.99,1.59,55,0.339,1
LROC_02655,-85.835,91.1927,0.162,0.169,0.05,0.66,39,0.162,1
LROC_02656,-81.7782,77.8771,0.189,0.192,0.05,0.89,60,0.246,1
LROC_02657,-81.4965,60.9788,0.181,0.174,0.05,0.66,23,0.098,1
LROC_02658,-87.8801,-8.2829,0.183,0.192,0.19,0.71,75,0.323,1
LROC_02659,-83.4265,51.2201,0.205,0.167,0.35,0.72,61,0.286,0
LROC_02660,-85.2772,-166.1898,0.178,0.212,0.7,1.52,88,0.436,1
LROC_02661,-81.1984,43.7272,0.194,0.175,3.2,3.69,93,0.756,1
LROC_02662,-87.8426,100.036,0.186,0.167,0.33,1.0,17,0.108,1
LROC_02663,-83.2219,0.129,0.183,0.184,0.05,0.86,22,0.094,1
LROC_02664,-83.9225,-51.2952,0.219,0.166,0.16,0.95,39,0.175,0
LROC_02665,-87.047,-80.1264,0.163,0.204,1.71,2.4,50,0.405,1
LROC_02666,-88.634,51.4087,0.204,0.175,0.9,1.4,57,0.336,1
LROC_02667,-83.4836,69.4084,0.195,0.209,1.17,1.73,64,0.396,0
LROC_02668,-82.614,133.5483,0.178,0.178,0.1,0.54,77,0.32,0
LROC_02669,-86.8437,-56.7597,0.209,0.164,0.11,0.98,48,0.205,1
LROC_02670,-83.5517,97.118,0.157,0.18,0.09,0.97,87,0.359,1
LROC_02671,-86.0487,22.0881,0.177,0.182,1.46,2.11,24,0.271,0
LROC_02672,-82.8679,137.8211,0.167,0.188,0.18,0.79,41,0.186,1
LROC_02673,-88.0078,10.0124,0.191,0.178,0.77,1.34,27,0.2,1
LROC_02674,-81.0978,6.3467,0.168,0.185,0.54,1.1,65,0.325,0
LROC_02675,-87.1259,28.0357,0.191,0.165,0.59,1.08,82,0.399,1
LROC_02676,-86.3221,89.7535,0.182,0.165,0.16,0.81,30,0.139,1
LROC_02677,-89.4191,167.2886,0.178,0.174,0.76,1.11,26,0.195,1
LROC_02678,-88.8849,-153.5172,0.191,0.191,0.05,0.94,39,0.162,1
LROC_02679,-84.8414,-160.7635,0.181,0.199,3.77,4.01,63,0.704,1
LROC_02680,-87.3241,157.5181,0.169,0.183,0.05,0.91,30,0.126,1
LROC_02681,-81.6452,10.7552,0.227,0.144,0.05,0.81,16,0.07,1
LROC_02682,-89.8531,41.3651,0.178,0.179,0.29,0.81,87,0.383,1
LROC_02683,-86.2091,-6.3275,0.152,0.223,1.34,1.72,91,0.525,0
LROC_02684,-86.6265,-146.2833,0.172,0.198,0.22,1.1,92,0.394,1
LROC_02685,-89.8067,96.5122,0.166,0.194,0.48,1.22,90,0.418,0
LROC_02686,-88.7563,89.0009,0.197,0.186,0.05,0.57,49,0.202,1
LROC_02687,-85.8636,-67.7868,0.19,0.198,0.06,0.49,36,0.151,1
LROC_02688,-85.0714,-69.7539,0.191,0.157,0.7,1.38,62,0.332,1
LROC_02689,-85.9571,121.6229,0.179,0.174,0.16,0.7,78,0.331,0
LROC_02690,-84.6906,-153.9514,0.181,0.171,0.89,1.31,81,0.431,1
LROC_02691,-84.0487,137.1979,0.179,0.188,1.15,1.8,36,0.282,1
LROC_02692,-89.9008,-87.6018,0.184,0.18,1.42,2.02,87,0.518,1
LROC_02693,-85.359,33.4745,0.198,0.182,0.11,0.74,61,0.257,0
LROC_02694,-80.365,156.9579,0.19,0.167,0.46,1.29,54,0.271,1
LROC_02695,-84.8097,64.1241,0.193,0.194,2.2,2.72,67,0.532,0
LROC_02696,-83.2246,-30.8053,0.192,0.173,1.11,1.85,17,0.201,1
LROC_02697,-86.8814,68.2323,0.198,0.181,0.09,0.58,20,0.091,0
LROC_02698,-82.2601,-56.1673,0.189,0.193,0.52,1.02,28,0.174,1
LROC_02699,-82.2708,-80.187,0.19,0.191,1.92,2.18,72,0.518,1
LROC_02700,-84.787,178.806,0.203,0.174,0.43,0.94,21,0.136,1
LROC_02701,-80.2399,90.2845,0.175,0.194,1.36,2.11,43,0.335,1
LROC_02702,-88.7445,52.0992,0.172,0.209,0.51,1.34,17,0.129,1
LROC_02703,-89.8305,-52.0957,0.167,0.193,0.08,0.85,27,0.118,1
LROC_02704,-82.2984,-162.3021,0.188,0.164,0.12,0.77,50,0.214,1
LROC_02705,-81.9284,-168.8195,0.157,0.198,0.05,0.84,52,0.214,0
LROC_02706,-88.7979,19.5053,0.192,0.173,0.16,0.82,89,0.375,1
LROC_02707,-87.3442,94.3318,0.183,0.142,1.68,1.91,74,0.498,0
LROC_02708,-89.8245,13.4565,0.202,0.176,0.79,1.36,87,0.443,0
LROC_02709,-87.0669,122.6826,0.175,0.183,1.01,1.61,36,0.265,0
LROC_02710,-82.2686,-167.9664,0.182,0.195,0.73,1.19,35,0.228,1
LROC_02711,-84.8204,-47.9693,0.202,0.158,0.37,0.83,47,0.232,1
LROC_02712,-86.519,-94.6547,0.206,0.145,0.18,0.7,18,0.094,1
LROC_02713,-86.2826,-18.9817,0.175,0.184,1.95,2.47,94,0.61,1
LROC_02714,-89.9865,-153.9445,0.188,0.181,0.54,0.96,58,0.297,1
LROC_02715,-87.002,163.4874,0.189,0.176,0.49,1.2,15,0.119,1
LROC_02716,-83.5354,-99.6281,0.191,0.174,4.16,4.36,76,0.803,1
LROC_02717,-80.2581,152.0308,0.181,0.163,0.36,0.9,93,0.415,0
LROC_02718,-81.5294,-26.6785,0.204,0.166,1.44,2.1,36,0.317,1
LROC_02719,-89.7641,174.7887,0.157,0.184,1.49,1.99,73,0.471,1
LROC_02720,-81.0144,19.461,0.179,0.196,0.2,0.77,51,0.228,1
LROC_02721,-82.168,155.0998,0.192,0.179,0.07,0.9,37,0.156,1
LROC_02722,-82.1962,-178.0744,0.192,0.169,2.79,3.1,47,0.523,1
LROC_02723,-85.42,89.366,0.205,0.194,0.42,1.21,36,0.194,1
LROC_02724,-86.0199,145.0982,0.203,0.165,0.05,0.7,78,0.318,1
LROC_02725,-86.9708,-129.7006,0.181,0.187,0.52,0.97,76,0.366,0
LROC_02726,-89.3431,-145.3947,0.204,0.166,0.72,1.35,68,0.358,0
LROC_02727,-87.7176,-27.1539,0.174,0.206,1.12,1.55,72,0.422,0
LROC_02728,-87.534,156.1244,0.199,0.172,2.15,2.41,26,0.362,1
LROC_02729,-85.1592,15.2592,0.212,0.166,1.85,2.11,32,0.35,1
LROC_02730,-82.5256,9.8843,0.203,0.167,2.11,2.42,81,0.577,0
LROC_02731,-85.2619,-129.1946,0.187,0.179,0.05,0.81,74,0.302,0
LROC_02732,-89.4216,-179.7158,0.18,0.197,0.93,1.66,15,0.172,1
LROC_02733,-80.4221,111.6504,0.162,0.2,0.19,1.0,34,0.159,0
LROC_02734,-80.5728,-148.4732,0.19,0.175,0.16,0.68,31,0.143,1
LROC_02735,-82.1481,48.1859,0.168,0.21,1.21,1.82,63,0.397,1
LROC_02736,-80.0867,149.2619,0.173,0.195,0.4,0.88,36,0.192,0
LROC_02737,-84.5552,-104.8853,0.167,0.178,1.86,2.39,47,0.411,1
LROC_02738,-80.3723,59.4982,0.178,0.159,0.05,0.89,40,0.166,0
LROC_02739,-89.2439,-151.6685,0.185,0.171,1.22,1.52,41,0.31,1
LROC_02740,-86.3432,37.3519,0.189,0.181,0.11,0.99,74,0.309,1
LROC_02741,-87.7462,-120.9846,0.176,0.19,0.15,0.95,48,0.21,0
LROC_02742,-88.0417,84.9433,0.201,0.19,0.49,1.22,94,0.435,0
LROC_02743,-88.592,-71.5567,0.182,0.162,0.38,1.09,92,0.414,1
LROC_02744,-83.7759,-13.1792,0.173,0.176,0.5,1.24,66,0.324,1
LROC_02745,-82.1868,35.795,0.188,0.158,2.11,2.8,69,0.529,1
LROC_02746,-84.217,-118.3416,0.214,0.144,0.8,1.51,75,0.396,1
LROC_02747,-88.5304,86.9896,0.19,0.165,0.26,0.81,64,0.287,1
LROC_02748,-81.8888,-71.0495,0.18,0.184,0.14,0.83,77,0.325,0
LROC_02749,-83.6405,58.4539,0.162,0.199,0.41,0.94,78,0.361,1
LROC_02750,-86.1183,-123.0181,0.182,0.164,0.45,1.29,28,0.166,1
LROC_02751,-83.2587,67.7224,0.189,0.163,0.69,1.47,65,0.343,1
LROC_02752,-87.401,-133.8523,0.179,0.153,0.23,0.89,41,0.192,1
LROC_02753,-86.5481,-26.8717,0.16,0.191,1.09,1.77,54,0.347,1
LROC_02754,-80.8251,-91.0058,0.172,0.172,0.08,0.93,82,0.338,1
LROC_02755,-87.095,89.4151,0.207,0.192,0.62,1.08,23,0.166,0
LROC_02756,-85.3001,-85.6674,0.207,0.173,0.73,1.35,70,0.368,1
LROC_02757,-81.0986,137.4182,0.172,0.18,0.17,0.79,53,0.232,1
LROC_02758,-82.9228,141.0553,0.195,0.163,1.31,1.96,29,0.273,1
LROC_02759,-89.378,-109.2811,0.167,0.162,0.72,1.24,32,0.214,1
LROC_02760,-88.527,40.9845,0.206,0.147,0.78,1.46,66,0.358,1
LROC_02761,-89.9216,-148.4216,0.189,0.166,0.52,1.07,75,0.362,0
LROC_02762,-83.6908,-39.0466,0.199,0.16,1.8,2.08,51,0.42,1
LROC_02763,-85.5233,76.7958,0.159,0.173,0.89,1.25,94,0.483,1
LROC_02764,-88.6573,57.3924,0.195,0.178,0.36,0.78,67,0.311,1
LROC_02765,-80.4207,44.8922,0.185,0.184,0.2,0.6,26,0.128,1
LROC_02766,-84.7034,-78.2853,0.198,0.164,0.06,0.72,39,0.163,1
LROC_02767,-87.5811,-43.911,0.199,0.199,0.14,0.86,93,0.389,1
LROC_02768,-84.994,-142.9394,0.186,0.15,3.69,3.78,39,0.599,1
LROC_02769,-83.2038,78.8482,0.176,0.182,0.39,1.06,35,0.187,1
LROC_02770,-89.2376,1.4,0.197,0.168,1.72,2.25,21,0.29,1
LROC_02771,-87.253,75.1556,0.184,0.169,0.14,0.6,90,0.377,1
LROC_02772,-81.9303,-90.3803,0.172,0.172,0.42,0.98,63,0.302,0
LROC_02773,-85.4034,-63.2022,0.171,0.183,2.42,2.96,53,0.502,0
LROC_02774,-84.5342,-59.6825,0.163,0.183,0.07,0.47,89,0.364,1
LROC_02775,-85.6718,-170.7327,0.177,0.174,0.68,1.09,63,0.334,1
LROC_02776,-89.561,-57.2228,0.202,0.15,1.89,2.6,48,0.419,1
LROC_02777,-88.3425,109.1896,0.188,0.151,2.24,2.78,89,0.625,1
LROC_02778,-85.5446,143.0275,0.177,0.176,1.4,1.89,30,0.288,1
LROC_02779,-87.9081,6.5586,0.197,0.165,1.45,2.02,29,0.29,1
LROC_02780,-89.5002,-16.0194,0.173,0.179,0.79,1.53,54,0.311,1
LROC_02781,-81.5635,-168.9031,0.186,0.175,0.19,0.99,93,0.395,1
LROC_02782,-80.1881,136.5136,0.182,0.17,0.98,1.44,21,0.202,1
LROC_02783,-82.0686,-175.3163,0.197,0.168,2.88,3.24,54,0.562,1
LROC_02784,-81.4622,160.11,0.161,0.175,0.56,1.22,80,0.387,0
LROC_02785,-87.5802,-3.8822,0.172,0.205,0.23,0.64,84,0.364,0
