sample_id,latitude_deg,longitude_deg,diviner_max_temp_k,diviner_min_temp_k,diviner_temp_range_k,psr_cold_trap_flag,ice_stability_depth_cm
DIVINER_02389,-83.1159,-27.4291,187.8,168.9,18.9,0,999.0
DIVINER_02390,-86.2545,53.951,193.1,149.1,44.1,0,999.0
DIVINER_02391,-88.3314,-171.109,220.7,146.3,74.4,0,999.0
DIVINER_02392,-85.6947,111.6933,216.8,131.2,85.6,0,999.0
DIVINER_02393,-88.5741,13.1681,221.3,176.3,45.0,0,999.0
DIVINER_02394,-81.099,-79.8418,199.3,146.7,52.6,0,999.0
DIVINER_02395,-86.5412,-157.8211,234.1,168.5,65.6,0,999.0
DIVINER_02396,-88.4554,-121.5006,207.1,141.0,66.1,0,999.0
DIVINER_02397,-89.7455,142.2122,210.8,175.7,35.1,0,999.0
DIVINER_02398,-83.5418,66.9687,236.9,127.4,109.6,0,999.0
DIVINER_02399,-83.631,-90.0354,238.8,163.8,75.0,0,999.0
DIVINER_02400,-86.594,-156.3837,219.7,176.5,43.2,0,999.0
DIVINER_02401,-89.2829,68.6215,236.7,166.2,70.5,0,999.0
DIVINER_02402,-85.9037,26.0668,212.5,168.7,43.8,0,999.0
DIVINER_02403,-86.8878,-34.373,198.4,156.8,41.6,0,999.0
DIVINER_02404,-83.2288,-49.0999,198.9,159.1,39.8,0,999.0
DIVINER_02405,-83.9422,-101.9469,213.5,124.6,88.9,0,999.0
DIVINER_02406,-86.3541,61.0601,216.3,137.6,78.7,0,999.0
DIVINER_02407,-87.8211,169.4405,206.4,170.5,35.8,0,999.0
DIVINER_02408,-80.1196,-116.7425,233.0,186.2,46.8,0,999.0
DIVINER_02409,-85.46,34.962,205.6,157.9,47.7,0,999.0
DIVINER_02410,-83.1173,-27.2934,196.4,170.8,25.6,0,999.0
DIVINER_02411,-88.5945,-19.1921,180.5,167.9,12.6,0,999.0
DIVINER_02412,-85.1441,-88.507,238.2,190.0,48.3,0,999.0
DIVINER_02413,-89.7246,117.0486,229.5,175.7,53.8,0,999.0
DIVINER_02414,-84.9454,-5.308,216.9,163.9,53.0,0,999.0
DIVINER_02415,-80.3598,15.6261,229.8,128.1,101.8,0,999.0
DIVINER_02416,-86.1579,-70.2861,228.6,145.4,83.2,0,999.0
DIVINER_02417,-89.61,-114.549,235.9,137.5,98.4,0,999.0
DIVINER_02418,-89.6904,-149.0723,203.2,179.8,23.4,0,999.0
DIVINER_02419,-86.1201,77.0829,213.3,151.2,62.1,0,999.0
DIVINER_02420,-88.3998,-109.3557,185.9,157.5,28.4,0,999.0
DIVINER_02421,-89.7665,68.4271,237.9,187.5,50.4,0,999.0
DIVINER_02422,-82.4379,-39.4645,239.1,178.6,60.5,0,999.0
DIVINER_02423,-85.4148,-30.3211,227.3,175.3,52.1,0,999.0
DIVINER_02424,-87.1076,-11.0961,207.2,130.0,77.3,0,999.0
DIVINER_02425,-80.9992,-47.6249,209.8,121.6,88.2,0,999.0
DIVINER_02426,-88.8386,-143.7768,206.1,128.8,77.3,0,999.0
DIVINER_02427,-80.4408,-68.5325,197.6,171.8,25.8,0,999.0
DIVINER_02428,-86.8603,58.9444,211.7,148.8,62.9,0,999.0
DIVINER_02429,-81.116,59.6824,183.2,128.2,55.0,0,999.0
DIVINER_02430,-83.9706,-76.9592,239.5,171.7,67.8,0,999.0
DIVINER_02431,-81.7329,-14.3631,205.4,133.6,71.8,0,999.0
DIVINER_02432,-80.1599,-110.359,235.6,161.2,74.4,0,999.0
DIVINER_02433,-87.1159,-104.2661,223.5,171.9,51.5,0,999.0
DIVINER_02434,-80.3886,-171.703,197.4,162.6,34.8,0,999.0
DIVINER_02435,-86.1052,142.8288,193.3,189.6,3.8,0,999.0
DIVINER_02436,-86.1449,-104.1456,239.7,150.4,89.3,0,999.0
DIVINER_02437,-86.5961,-98.0878,226.3,141.8,84.5,0,999.0
DIVINER_02438,-84.5859,-79.3435,195.0,134.1,60.9,0,999.0
DIVINER_02439,-88.4585,-134.1331,184.0,155.3,28.8,0,999.0
DIVINER_02440,-84.4629,50.1346,221.8,179.7,42.1,0,999.0
DIVINER_02441,-84.583,-152.9485,198.2,186.3,11.9,0,999.0
DIVINER_02442,-82.381,-131.6871,193.3,188.0,5.2,0,999.0
DIVINER_02443,-81.6635,52.1124,224.1,157.2,66.9,0,999.0
DIVINER_02444,-85.5956,-57.7222,220.8,162.4,58.4,0,999.0
DIVINER_02445,-86.9767,74.8612,48.7,48.2,0.5,1,0.0
DIVINER_02446,-87.4067,20.6729,236.6,152.6,83.9,0,999.0
DIVINER_02447,-88.0538,-87.8324,220.8,130.7,90.1,0,999.0
DIVINER_02448,-89.4235,54.2981,233.6,124.6,109.0,0,999.0
DIVINER_02449,-86.5755,-138.1415,47.6,31.1,16.5,1,0.0
DIVINER_02450,-87.2975,13.1077,197.8,133.0,64.8,0,999.0
DIVINER_02451,-80.3358,-22.6267,186.3,182.1,4.2,0,999.0
DIVINER_02452,-84.4229,-83.5655,198.3,173.3,25.0,0,999.0
DIVINER_02453,-86.5272,37.4418,238.3,163.3,75.0,0,999.0
DIVINER_02454,-84.1953,133.6801,237.8,123.3,114.5,0,999.0
DIVINER_02455,-88.608,179.6057,225.6,163.6,62.1,0,999.0
DIVINER_02456,-85.5596,38.7946,211.3,163.5,47.8,0,999.0
DIVINER_02457,-83.7377,-34.3059,226.8,150.7,76.1,0,999.0
DIVINER_02458,-85.111,-98.9254,213.2,166.0,47.2,0,999.0
DIVINER_02459,-85.9822,-87.4454,180.2,180.1,0.2,0,999.0
DIVINER_02460,-80.0615,-7.3962,210.1,173.1,37.0,0,999.0
DIVINER_02461,-81.1969,-47.78,215.9,153.1,62.8,0,999.0
DIVINER_02462,-83.7659,148.9732,80.4,60.4,20.0,1,0.0
DIVINER_02463,-84.3062,-47.4136,192.2,153.4,38.7,0,999.0
DIVINER_02464,-83.7934,-45.5599,196.4,186.2,10.2,0,999.0
DIVINER_02465,-87.9869,-41.9276,217.4,177.4,40.0,0,999.0
DIVINER_02466,-86.0486,121.1833,188.8,121.9,66.9,0,999.0
DIVINER_02467,-89.6054,54.2838,223.2,174.8,48.4,0,999.0
DIVINER_02468,-85.2445,41.1008,205.4,131.9,73.4,0,999.0
DIVINER_02469,-84.5698,-59.7085,201.2,160.0,41.2,0,999.0
DIVINER_02470,-87.7225,114.4455,228.4,176.5,52.0,0,999.0
DIVINER_02471,-80.3597,-166.189,210.4,159.3,51.1,0,999.0
DIVINER_02472,-80.9055,133.487,202.7,148.3,54.4,0,999.0
DIVINER_02473,-82.7786,4.59,232.7,142.5,90.2,0,999.0
DIVINER_02474,-84.6661,-36.6299,202.1,141.4,60.7,0,999.0
DIVINER_02475,-81.3003,-1.0198,67.7,53.2,14.5,1,0.0
DIVINER_02476,-88.6935,60.2696,210.3,177.8,32.5,0,999.0
DIVINER_02477,-82.0949,-175.4044,192.5,177.6,14.8,0,999.0
DIVINER_02478,-88.7518,133.7587,216.8,139.8,77.0,0,999.0
DIVINER_02479,-82.0579,-19.1738,197.1,175.9,21.2,0,999.0
DIVINER_02480,-87.2423,-56.5321,188.8,122.6,66.3,0,999.0
DIVINER_02481,-81.2291,-130.2316,185.2,134.5,50.7,0,999.0
DIVINER_02482,-80.5596,-21.7925,194.5,156.0,38.5,0,999.0
DIVINER_02483,-88.512,-1.3238,224.2,148.5,75.7,0,999.0
DIVINER_02484,-85.3732,-34.6872,230.3,127.8,102.4,0,999.0
DIVINER_02485,-80.1901,64.3176,231.7,122.9,108.8,0,999.0
DIVINER_02486,-85.1659,-28.4772,196.2,162.8,33.4,0,999.0
DIVINER_02487,-81.3645,166.1103,219.7,141.9,77.7,0,999.0
DIVINER_02488,-84.1127,35.7399,193.8,121.1,72.7,0,999.0
DIVINER_02489,-86.2467,110.6921,217.4,150.2,67.2,0,999.0
DIVINER_02490,-87.1422,-140.6319,233.2,141.5,91.8,0,999.0
DIVINER_02491,-87.9678,-36.9751,182.5,160.4,22.1,0,999.0
DIVINER_02492,-82.382,-58.7348,239.1,185.1,54.0,0,999.0
DIVINER_02493,-86.1346,25.0137,229.6,141.6,88.1,0,999.0
DIVINER_02494,-84.8872,130.0009,225.7,189.8,35.9,0,999.0
DIVINER_02495,-85.0767,-151.7982,221.5,126.0,95.5,0,999.0
DIVINER_02496,-84.2272,-153.8731,226.2,126.2,100.0,0,999.0
DIVINER_02497,-81.3442,126.1144,239.7,169.9,69.8,0,999.0
DIVINER_02498,-80.1926,-103.374,226.2,172.4,53.8,0,999.0
DIVINER_02499,-85.9242,60.7512,201.1,149.6,51.5,0,999.0
DIVINER_02500,-81.7248,15.4361,51.2,38.8,12.4,1,0.0
DIVINER_02501,-82.3547,119.8417,200.2,175.6,24.6,0,999.0
DIVINER_02502,-84.2647,-134.968,238.2,186.9,51.3,0,999.0
DIVINER_02503,-80.4395,-133.2781,234.0,189.3,44.7,0,999.0
DIVINER_02504,-87.9953,20.4546,214.1,164.4,49.6,0,999.0
DIVINER_02505,-88.9074,160.6963,226.9,171.8,55.1,0,999.0
DIVINER_02506,-81.4604,-30.6008,234.6,177.6,57.0,0,999.0
DIVINER_02507,-85.6085,-62.3008,194.6,175.9,18.7,0,999.0
DIVINER_02508,-81.5303,38.4082,214.8,189.5,25.2,0,999.0
DIVINER_02509,-81.0691,154.9615,208.9,176.7,32.2,0,999.0
DIVINER_02510,-89.3754,121.294,226.3,166.4,59.9,0,999.0
DIVINER_02511,-81.1654,178.3741,202.7,146.3,56.4,0,999.0
DIVINER_02512,-85.5168,-171.8753,222.5,161.9,60.7,0,999.0
DIVINER_02513,-84.8957,-139.3711,204.2,181.6,22.6,0,999.0
DIVINER_02514,-83.7341,39.4084,186.7,141.4,45.3,0,999.0
DIVINER_02515,-80.7362,115.4075,186.4,122.1,64.3,0,999.0
DIVINER_02516,-89.8088,-77.312,187.1,142.9,44.2,0,999.0
DIVINER_02517,-85.2316,-93.884,182.0,187.2,-5.3,0,999.0
DIVINER_02518,-83.1228,103.3113,212.0,175.6,36.4,0,999.0
DIVINER_02519,-82.7729,-159.7025,220.3,133.1,87.2,0,999.0
DIVINER_02520,-83.0747,-47.0222,187.6,120.8,66.8,0,999.0
DIVINER_02521,-88.6556,2.0913,216.7,166.8,49.9,0,999.0
DIVINER_02522,-87.006,21.7255,215.9,160.5,55.3,0,999.0
DIVINER_02523,-86.4128,82.3015,188.8,125.8,63.0,0,999.0
DIVINER_02524,-81.9556,-52.2555,204.2,187.6,16.6,0,999.0
DIVINER_02525,-87.2124,40.5664,225.3,163.2,62.1,0,999.0
DIVINER_02526,-87.893,30.7352,181.0,165.6,15.4,0,999.0
DIVINER_02527,-80.4255,17.1418,188.8,179.8,9.1,0,999.0
DIVINER_02528,-89.9114,50.574,239.7,143.6,96.2,0,999.0
DIVINER_02529,-80.0218,-86.5983,224.0,159.1,64.9,0,999.0
DIVINER_02530,-83.2318,-149.5264,207.8,160.3,47.5,0,999.0
DIVINER_02531,-81.7153,-137.0622,217.8,187.7,30.1,0,999.0
DIVINER_02532,-87.0538,-99.1503,230.8,129.2,101.6,0,999.0
DIVINER_02533,-89.8568,0.0713,230.5,173.1,57.4,0,999.0
DIVINER_02534,-82.6213,122.5594,199.5,160.3,39.2,0,999.0
DIVINER_02535,-81.6586,72.4656,209.5,179.2,30.3,0,999.0
DIVINER_02536,-82.5952,104.0546,218.3,178.2,40.0,0,999.0
DIVINER_02537,-88.5715,-53.6488,184.3,120.8,63.5,0,999.0
DIVINER_02538,-82.4657,-34.3247,236.7,138.0,98.8,0,999.0
DIVINER_02539,-82.3108,-38.2745,206.0,132.7,73.3,0,999.0
DIVINER_02540,-83.4146,-110.9257,202.3,152.3,49.9,0,999.0
DIVINER_02541,-82.3388,-157.962,234.4,183.4,51.1,0,999.0
DIVINER_02542,-81.5408,32.7298,187.1,120.4,66.7,0,999.0
DIVINER_02543,-83.864,176.118,182.4,154.2,28.2,0,999.0
DIVINER_02544,-89.114,-119.9413,221.1,181.9,39.2,0,999.0
DIVINER_02545,-85.1237,-163.1935,203.1,184.8,18.3,0,999.0
DIVINER_02546,-89.2235,100.6314,225.9,166.0,59.9,0,999.0
DIVINER_02547,-85.9246,-89.069,184.1,178.1,6.0,0,999.0
DIVINER_02548,-85.9289,118.6718,203.0,142.7,60.3,0,999.0
DIVINER_02549,-89.3399,73.4172,194.1,140.0,54.1,0,999.0
DIVINER_02550,-86.5118,160.4425,224.4,123.4,100.9,0,999.0
DIVINER_02551,-88.89,-32.7862,193.6,155.2,38.4,0,999.0
DIVINER_02552,-81.9176,58.3091,207.5,151.9,55.6,0,999.0
DIVINER_02553,-80.5231,-12.6523,229.1,146.0,83.1,0,999.0
DIVINER_02554,-89.2768,47.0119,234.9,127.9,107.0,0,999.0
DIVINER_02555,-80.4488,-18.1444,223.4,136.2,87.2,0,999.0
DIVINER_02556,-84.7742,-112.0924,205.8,134.3,71.5,0,999.0
DIVINER_02557,-87.0043,2.8431,214.3,186.1,28.2,0,999.0
DIVINER_02558,-89.2314,10.2903,221.4,187.7,33.7,0,999.0
DIVINER_02559,-84.9938,111.8174,232.5,120.2,112.3,0,999.0
DIVINER_02560,-82.0548,84.7875,233.3,131.9,101.4,0,999.0
DIVINER_02561,-82.9291,58.965,235.9,182.2,53.6,0,999.0
DIVINER_02562,-89.4977,-139.1806,47.1,60.4,-13.4,1,0.0
DIVINER_02563,-89.271,79.4219,188.8,186.0,2.8,0,999.0
DIVINER_02564,-85.9713,0.1099,224.9,146.6,78.3,0,999.0
DIVINER_02565,-87.0471,141.8758,228.9,157.7,71.2,0,999.0
DIVINER_02566,-87.6762,151.1535,232.7,173.5,59.2,0,999.0
DIVINER_02567,-87.19,-160.1436,235.5,137.1,98.4,0,999.0
DIVINER_02568,-81.9652,115.431,210.5,127.0,83.5,0,999.0
DIVINER_02569,-80.7077,-166.4289,219.3,176.7,42.6,0,999.0
DIVINER_02570,-85.949,-47.8189,180.6,188.9,-8.4,0,999.0
DIVINER_02571,-80.9389,15.228,214.4,166.1,48.3,0,999.0
DIVINER_02572,-86.785,-126.6837,208.4,177.8,30.6,0,999.0
DIVINER_02573,-85.2356,88.673,237.7,185.9,51.8,0,999.0
DIVINER_02574,-87.7397,-176.9923,234.1,136.0,98.1,0,999.0
DIVINER_02575,-83.5952,-119.3043,96.6,35.5,61.1,1,0.0
DIVINER_02576,-80.2102,29.0869,183.4,135.3,48.1,0,999.0
DIVINER_02577,-83.9651,77.1795,204.1,124.3,79.8,0,999.0
DIVINER_02578,-86.4219,149.9915,221.8,171.3,50.5,0,999.0
DIVINER_02579,-83.5218,73.9788,181.8,130.2,51.6,0,999.0
DIVINER_02580,-88.7708,61.8405,194.1,126.5,67.7,0,999.0
DIVINER_02581,-81.1134,-38.0372,233.3,145.0,88.2,0,999.0
DIVINER_02582,-84.9692,-179.5376,187.8,124.2,63.5,0,999.0
DIVINER_02583,-85.5065,-136.7427,183.1,132.6,50.5,0,999.0
DIVINER_02584,-84.1414,12.4396,214.8,124.9,89.9,0,999.0
DIVINER_02585,-83.7522,63.0468,236.8,181.4,55.4,0,999.0
DIVINER_02586,-89.2822,-29.7186,230.1,174.6,55.5,0,999.0
DIVINER_02587,-83.1738,83.0444,238.5,180.2,58.3,0,999.0
DIVINER_02588,-87.5807,7.8704,225.2,180.8,44.4,0,999.0
DIVINER_02589,-82.8605,-153.2966,206.2,186.1,20.1,0,999.0
DIVINER_02590,-81.7747,-110.8741,236.8,133.1,103.7,0,999.0
DIVINER_02591,-81.9604,122.3994,205.6,183.0,22.6,0,999.0
DIVINER_02592,-84.475,80.9686,201.0,156.8,44.3,0,999.0
DIVINER_02593,-84.7983,142.1143,206.9,131.6,75.3,0,999.0
DIVINER_02594,-88.5712,-137.6794,228.8,165.9,62.9,0,999.0
DIVINER_02595,-82.2465,176.4801,235.1,142.9,92.2,0,999.0
DIVINER_02596,-87.2859,-104.6136,201.5,123.3,78.2,0,999.0
DIVINER_02597,-85.033,-175.7592,207.7,125.5,82.2,0,999.0
DIVINER_02598,-87.1573,179.0723,233.9,149.7,84.2,0,999.0
DIVINER_02599,-88.6617,-78.8134,182.8,177.9,5.0,0,999.0
DIVINER_02600,-83.7044,60.487,227.0,141.8,85.3,0,999.0
DIVINER_02601,-89.4567,-116.3944,82.9,52.5,30.4,1,0.0
DIVINER_02602,-82.5135,28.8823,202.6,123.9,78.7,0,999.0
DIVINER_02603,-86.8241,145.4526,206.8,147.6,59.3,0,999.0
DIVINER_02604,-89.9987,-64.7348,205.1,128.9,76.2,0,999.0
DIVINER_02605,-84.8887,61.2914,225.4,180.4,44.9,0,999.0
DIVINER_02606,-89.5315,-112.3547,235.7,187.8,47.9,0,999.0
DIVINER_02607,-87.2383,44.9263,209.5,142.8,66.7,0,999.0
DIVINER_02608,-82.9302,-58.8779,230.0,189.2,40.7,0,999.0
DIVINER_02609,-89.3731,-103.965,223.9,172.7,51.3,0,999.0
DIVINER_02610,-81.6066,-67.2545,66.5,44.6,21.8,1,0.0
DIVINER_02611,-89.9618,-115.6172,68.3,49.6,18.7,1,0.0
DIVINER_02612,-87.5318,144.6898,220.0,178.4,41.6,0,999.0
DIVINER_02613,-82.591,-37.0127,181.4,157.4,24.0,0,999.0
DIVINER_02614,-86.8373,-91.6995,203.8,158.5,45.3,0,999.0
DIVINER_02615,-88.9811,-18.5732,239.6,151.3,88.2,0,999.0
DIVINER_02616,-86.3977,-64.607,218.2,147.7,70.6,0,999.0
DIVINER_02617,-87.2961,87.9909,200.1,121.9,78.1,0,999.0
DIVINER_02618,-81.5729,169.6392,195.0,163.5,31.5,0,999.0
DIVINER_02619,-86.8665,-22.3079,192.6,173.7,18.9,0,999.0
DIVINER_02620,-82.1107,129.972,204.1,175.3,28.8,0,999.0
DIVINER_02621,-81.0813,23.7107,191.6,163.7,27.9,0,999.0
DIVINER_02622,-85.6618,-123.3952,91.9,49.3,42.6,1,0.0
DIVINER_02623,-80.9006,68.6242,201.8,121.6,80.3,0,999.0
DIVINER_02624,-86.2268,4.8364,216.4,182.7,33.7,0,999.0
DIVINER_02625,-80.3592,54.2183,188.8,150.0,38.8,0,999.0
DIVINER_02626,-89.1071,140.2875,182.7,162.1,20.6,0,999.0
DIVINER_02627,-83.1298,-21.4436,182.1,133.6,48.5,0,999.0
DIVINER_02628,-85.0619,144.4239,42.7,49.7,-7.0,1,0.0
DIVINER_02629,-86.1235,90.2408,191.4,126.1,65.3,0,999.0
DIVINER_02630,-83.6729,-4.1022,212.4,175.9,36.4,0,999.0
DIVINER_02631,-82.9614,37.16,207.3,165.3,42.1,0,999.0
DIVINER_02632,-89.9564,-62.7908,199.5,163.5,36.0,0,999.0
DIVINER_02633,-88.3305,174.095,230.0,184.4,45.7,0,999.0
DIVINER_02634,-82.8695,60.2464,210.3,131.1,79.2,0,999.0
DIVINER_02635,-83.3361,-164.2151,185.5,131.9,53.6,0,999.0
DIVINER_02636,-80.3395,-62.4161,197.7,133.3,64.5,0,999.0
DIVINER_02637,-82.3896,44.3932,238.4,149.6,88.8,0,999.0
DIVINER_02638,-80.4923,-159.72,238.6,181.2,57.4,0,999.0
DIVINER_02639,-82.9746,-171.4017,195.3,181.7,13.6,0,999.0
DIVINER_02640,-87.0195,-17.9913,190.0,161.3,28.7,0,999.0
DIVINER_02641,-88.9464,-60.2315,209.7,166.1,43.7,0,999.0
DIVINER_02642,-82.1818,-22.2125,208.9,182.8,26.0,0,999.0
DIVINER_02643,-83.5585,-85.4304,204.6,163.7,40.9,0,999.0
DIVINER_02644,-89.5181,-120.7016,211.8,136.1,75.7,0,999.0
DIVINER_02645,-86.3995,68.0916,193.9,169.3,24.6,0,999.0
DIVINER_02646,-80.432,5.2456,186.9,173.9,13.0,0,999.0
DIVINER_02647,-84.996,-107.9445,214.2,164.5,49.8,0,999.0
DIVINER_02648,-85.6727,-64.9478,236.0,139.1,96.8,0,999.0
DIVINER_02649,-85.423,33.0508,188.3,148.0,40.3,0,999.0
DIVINER_02650,-87.9112,-153.9974,222.3,152.9,69.3,0,999.0
DIVINER_02651,-86.3129,-126.9169,206.3,130.2,76.1,0,999.0
DIVINER_02652,-86.3019,-153.6316,197.6,151.7,46.0,0,999.0
DIVINER_02653,-89.4764,112.4342,231.2,131.3,99.9,0,999.0
DIVINER_02654,-82.3243,90.8673,207.4,155.0,52.4,0,999.0
DIVINER_02655,-85.835,91.1927,215.0,123.6,91.4,0,999.0
DIVINER_02656,-81.7782,77.8771,206.6,186.4,20.2,0,999.0
DIVINER_02657,-81.4965,60.9788,184.9,137.2,47.6,0,999.0
DIVINER_02658,-87.8801,-8.2829,215.7,152.7,63.0,0,999.0
DIVINER_02659,-83.4265,51.2201,205.1,122.3,82.8,0,999.0
DIVINER_02660,-85.2772,-166.1898,185.2,133.5,51.7,0,999.0
DIVINER_02661,-81.1984,43.7272,215.7,168.5,47.2,0,999.0
DIVINER_02662,-87.8426,100.036,180.6,127.8,52.8,0,999.0
DIVINER_02663,-83.2219,0.129,192.5,164.0,28.5,0,999.0
DIVINER_02664,-83.9225,-51.2952,226.9,120.1,106.7,0,999.0
DIVINER_02665,-87.047,-80.1264,182.3,152.6,29.7,0,999.0
DIVINER_02666,-88.634,51.4087,218.8,170.5,48.3,0,999.0
DIVINER_02667,-83.4836,69.4084,237.0,184.8,52.1,0,999.0
DIVINER_02668,-82.614,133.5483,190.3,154.5,35.8,0,999.0
DIVINER_02669,-86.8437,-56.7597,205.0,178.8,26.2,0,999.0
DIVINER_02670,-83.5517,97.118,214.5,176.2,38.3,0,999.0
DIVINER_02671,-86.0487,22.0881,207.0,140.7,66.3,0,999.0
DIVINER_02672,-82.8679,137.8211,217.2,181.2,36.0,0,999.0
DIVINER_02673,-88.0078,10.0124,204.2,164.8,39.4,0,999.0
DIVINER_02674,-81.0978,6.3467,188.9,127.3,61.6,0,999.0
DIVINER_02675,-87.1259,28.0357,185.3,185.7,-0.4,0,999.0
DIVINER_02676,-86.3221,89.7535,224.7,132.4,92.3,0,999.0
DIVINER_02677,-89.4191,167.2886,194.3,152.9,41.4,0,999.0
DIVINER_02678,-88.8849,-153.5172,230.8,152.6,78.2,0,999.0
DIVINER_02679,-84.8414,-160.7635,224.6,163.8,60.8,0,999.0
DIVINER_02680,-87.3241,157.5181,183.0,166.5,16.4,0,999.0
DIVINER_02681,-81.6452,10.7552,192.1,136.3,55.8,0,999.0
DIVINER_02682,-89.8531,41.3651,197.5,144.7,52.8,0,999.0
DIVINER_02683,-86.2091,-6.3275,215.7,130.1,85.5,0,999.0
DIVINER_02684,-86.6265,-146.2833,228.6,128.8,99.8,0,999.0
DIVINER_02685,-89.8067,96.5122,183.6,177.8,5.9,0,999.0
DIVINER_02686,-88.7563,89.0009,195.0,172.6,22.4,0,999.0
DIVINER_02687,-85.8636,-67.7868,202.6,151.0,51.6,0,999.0
DIVINER_02688,-85.0714,-69.7539,191.0,126.7,64.3,0,999.0
DIVINER_02689,-85.9571,121.6229,212.7,151.5,61.2,0,999.0
DIVINER_02690,-84.6906,-153.9514,208.7,140.6,68.1,0,999.0
DIVINER_02691,-84.0487,137.1979,199.0,174.5,24.5,0,999.0
DIVINER_02692,-89.9008,-87.6018,211.0,126.8,84.2,0,999.0
DIVINER_02693,-85.359,33.4745,201.3,151.6,49.8,0,999.0
DIVINER_02694,-80.365,156.9579,200.6,161.4,39.2,0,999.0
DIVINER_02695,-84.8097,64.1241,195.9,189.0,6.9,0,999.0
DIVINER_02696,-83.2246,-30.8053,212.4,126.3,86.2,0,999.0
DIVINER_02697,-86.8814,68.2323,206.6,128.0,78.7,0,999.0
DIVINER_02698,-82.2601,-56.1673,191.8,189.2,2.6,0,999.0
DIVINER_02699,-82.2708,-80.187,180.8,148.4,32.4,0,999.0
DIVINER_02700,-84.787,178.806,189.1,172.1,17.0,0,999.0
DIVINER_02701,-80.2399,90.2845,182.6,174.8,7.7,0,999.0
DIVINER_02702,-88.7445,52.0992,205.9,142.0,63.9,0,999.0
DIVINER_02703,-89.8305,-52.0957,193.5,135.0,58.5,0,999.0
DIVINER_02704,-82.2984,-162.3021,205.2,139.3,65.9,0,999.0
DIVINER_02705,-81.9284,-168.8195,199.8,173.5,26.3,0,999.0
DIVINER_02706,-88.7979,19.5053,212.3,178.8,33.4,0,999.0
DIVINER_02707,-87.3442,94.3318,223.4,169.0,54.5,0,999.0
DIVINER_02708,-89.8245,13.4565,208.8,150.9,57.9,0,999.0
DIVINER_02709,-87.0669,122.6826,183.7,138.4,45.3,0,999.0
DIVINER_02710,-82.2686,-167.9664,181.1,149.8,31.3,0,999.0
DIVINER_02711,-84.8204,-47.9693,192.8,184.0,8.8,0,999.0
DIVINER_02712,-86.519,-94.6547,205.5,180.4,25.1,0,999.0
DIVINER_02713,-86.2826,-18.9817,182.7,142.6,40.1,0,999.0
DIVINER_02714,-89.9865,-153.9445,199.7,143.0,56.7,0,999.0
DIVINER_02715,-87.002,163.4874,233.2,174.6,58.6,0,999.0
DIVINER_02716,-83.5354,-99.6281,185.4,149.9,35.5,0,999.0
DIVINER_02717,-80.2581,152.0308,236.9,160.1,76.8,0,999.0
DIVINER_02718,-81.5294,-26.6785,231.4,149.6,81.8,0,999.0
DIVINER_02719,-89.7641,174.7887,229.9,137.0,92.9,0,999.0
DIVINER_02720,-81.0144,19.461,231.8,133.2,98.6,0,999.0
DIVINER_02721,-82.168,155.0998,184.8,129.8,55.0,0,999.0
DIVINER_02722,-82.1962,-178.0744,189.1,120.8,68.3,0,999.0
DIVINER_02723,-85.42,89.366,57.1,68.6,-11.5,1,0.0
DIVINER_02724,-86.0199,145.0982,186.7,132.0,54.7,0,999.0
DIVINER_02725,-86.9708,-129.7006,199.7,138.1,61.6,0,999.0
DIVINER_02726,-89.3431,-145.3947,229.8,125.3,104.5,0,999.0
DIVINER_02727,-87.7176,-27.1539,195.1,143.9,51.2,0,999.0
DIVINER_02728,-87.534,156.1244,194.7,156.4,38.3,0,999.0
DIVINER_02729,-85.1592,15.2592,220.6,186.1,34.4,0,999.0
DIVINER_02730,-82.5256,9.8843,185.8,144.3,41.5,0,999.0
DIVINER_02731,-85.2619,-129.1946,201.6,122.2,79.4,0,999.0
DIVINER_02732,-89.4216,-179.7158,197.7,145.4,52.4,0,999.0
DIVINER_02733,-80.4221,111.6504,230.8,177.2,53.6,0,999.0
DIVINER_02734,-80.5728,-148.4732,83.3,35.2,48.0,1,0.0
DIVINER_02735,-82.1481,48.1859,218.8,140.4,78.4,0,999.0
DIVINER_02736,-80.0867,149.2619,187.7,184.3,3.4,0,999.0
DIVINER_02737,-84.5552,-104.8853,235.7,140.8,94.9,0,999.0
DIVINER_02738,-80.3723,59.4982,199.3,187.9,11.4,0,999.0
DIVINER_02739,-89.2439,-151.6685,222.4,178.3,44.1,0,999.0
DIVINER_02740,-86.3432,37.3519,237.3,167.9,69.4,0,999.0
DIVINER_02741,-87.7462,-120.9846,210.5,161.9,48.6,0,999.0
DIVINER_02742,-88.0417,84.9433,210.5,135.7,74.7,0,999.0
DIVINER_02743,-88.592,-71.5567,187.0,171.1,15.9,0,999.0
DIVINER_02744,-83.7759,-13.1792,203.4,144.3,59.1,0,999.0
DIVINER_02745,-82.1868,35.795,231.1,154.0,77.2,0,999.0
DIVINER_02746,-84.217,-118.3416,188.1,127.3,60.8,0,999.0
DIVINER_02747,-88.5304,86.9896,235.1,140.7,94.3,0,999.0
DIVINER_02748,-81.8888,-71.0495,220.0,157.0,63.0,0,999.0
DIVINER_02749,-83.6405,58.4539,205.3,152.8,52.5,0,999.0
DIVINER_02750,-86.1183,-123.0181,212.8,144.0,68.7,0,999.0
DIVINER_02751,-83.2587,67.7224,61.7,49.9,11.8,1,0.0
