sample_id,latitude_deg,longitude_deg,m3_plagioclase_pct,m3_pyroxene_pct,m3_olivine_pct,ilmenite_tio2_pct,feo_iron_oxide_pct,thorium_ppm,m3_3um_h2o_band_depth,regolith_depth_m,isru_oxygen_potential_pct
PDS_M3_02676,-86.3221,89.7535,75.3,15.9,8.8,0.6,4.49,1.22,0.117,5.5,43.2
PDS_M3_02677,-89.4191,167.2886,74.1,17.0,8.9,0.7,4.43,1.23,0.086,7.0,43.6
PDS_M3_02678,-88.8849,-153.5172,77.6,13.8,8.6,0.52,3.29,1.32,0.108,5.1,43.4
PDS_M3_02679,-84.8414,-160.7635,74.9,15.6,9.5,0.4,3.1,1.54,0.052,7.5,43.8
PDS_M3_02680,-87.3241,157.5181,71.6,19.8,8.6,0.38,5.04,0.77,0.108,6.0,43.7
PDS_M3_02681,-81.6452,10.7552,87.2,5.2,7.6,0.52,3.68,0.54,0.182,4.4,43.5
PDS_M3_02682,-89.8531,41.3651,74.1,18.5,7.4,0.48,2.82,0.78,0.046,5.7,44.0
PDS_M3_02683,-86.2091,-6.3275,67.1,22.2,10.7,0.42,4.08,1.24,0.064,6.4,43.3
PDS_M3_02684,-86.6265,-146.2833,72.6,20.3,7.1,0.41,3.88,1.22,0.22,7.0,43.1
PDS_M3_02685,-89.8067,96.5122,70.9,21.7,7.4,0.63,5.76,0.93,0.055,6.7,43.6
PDS_M3_02686,-88.7563,89.0009,79.3,11.9,8.8,0.39,3.78,1.02,0.044,5.4,44.5
PDS_M3_02687,-85.8636,-67.7868,77.3,14.6,8.1,0.65,3.95,0.85,0.043,5.2,43.6
PDS_M3_02688,-85.0714,-69.7539,77.6,13.8,8.6,0.48,4.38,1.07,0.059,7.9,43.1
PDS_M3_02689,-85.9571,121.6229,74.5,18.0,7.5,0.39,3.74,0.89,0.081,5.8,44.0
PDS_M3_02690,-84.6906,-153.9514,74.9,17.6,7.5,0.33,4.55,1.59,0.059,4.4,44.3
PDS_M3_02691,-84.0487,137.1979,74.5,15.3,10.2,0.43,3.39,1.5,0.06,5.1,43.2
PDS_M3_02692,-89.9008,-87.6018,75.7,14.3,10.0,0.53,4.01,1.32,0.147,3.4,43.3
PDS_M3_02693,-85.359,33.4745,79.3,13.3,7.4,0.39,4.53,1.11,0.127,3.8,43.8
PDS_M3_02694,-80.365,156.9579,77.3,13.0,9.7,0.58,5.11,1.44,0.062,5.2,42.9
PDS_M3_02695,-84.8097,64.1241,78.0,12.6,9.4,0.39,3.73,1.13,0.065,4.8,44.6
PDS_M3_02696,-83.2246,-30.8053,78.0,12.1,9.9,0.43,3.72,1.15,0.22,5.0,43.7
PDS_M3_02697,-86.8814,68.2323,79.5,11.6,8.9,0.26,5.43,0.58,0.22,6.7,43.8
PDS_M3_02698,-82.2601,-56.1673,77.2,14.7,8.1,0.53,3.76,1.18,0.22,6.8,43.8
PDS_M3_02699,-82.2708,-80.187,77.4,12.9,9.7,0.41,4.15,0.71,0.208,4.4,43.6
PDS_M3_02700,-84.787,178.806,80.8,10.7,8.5,0.69,5.57,0.98,0.099,8.1,43.6
PDS_M3_02701,-80.2399,90.2845,73.3,18.8,7.9,0.56,4.25,1.15,0.062,5.9,43.2
PDS_M3_02702,-88.7445,52.0992,72.6,18.8,8.6,0.46,4.0,0.83,0.22,5.8,43.1
PDS_M3_02703,-89.8305,-52.0957,71.3,18.6,10.1,0.63,4.06,1.24,0.121,4.8,43.7
PDS_M3_02704,-82.2984,-162.3021,76.7,14.4,8.9,0.51,3.61,1.42,0.115,5.4,44.2
PDS_M3_02705,-81.9284,-168.8195,68.6,23.2,8.2,0.6,4.56,0.83,0.136,8.2,43.8
PDS_M3_02706,-88.7979,19.5053,77.8,11.9,10.3,0.32,3.46,1.14,0.095,4.5,43.6
PDS_M3_02707,-87.3442,94.3318,75.6,13.9,10.5,0.52,4.82,0.73,0.093,6.1,43.6
PDS_M3_02708,-89.8245,13.4565,80.5,10.8,8.7,0.53,4.21,0.75,0.067,5.1,44.5
PDS_M3_02709,-87.0669,122.6826,73.3,18.2,8.5,0.22,4.39,1.19,0.05,3.6,43.2
PDS_M3_02710,-82.2686,-167.9664,75.2,15.3,9.5,0.68,5.58,1.31,0.075,4.0,43.0
PDS_M3_02711,-84.8204,-47.9693,80.5,12.3,7.2,0.28,3.04,0.65,0.084,6.5,43.9
PDS_M3_02712,-86.519,-94.6547,81.5,8.7,9.8,0.26,4.22,1.71,0.166,3.7,44.2
PDS_M3_02713,-86.2826,-18.9817,73.3,16.6,10.1,0.1,4.71,0.95,0.071,4.3,42.6
PDS_M3_02714,-89.9865,-153.9445,76.7,14.7,8.6,0.52,3.71,1.16,0.169,6.8,43.8
PDS_M3_02715,-87.002,163.4874,77.2,15.1,7.7,0.2,4.96,0.94,0.063,6.6,43.3
PDS_M3_02716,-83.5354,-99.6281,77.5,15.4,7.1,0.37,3.76,1.01,0.214,5.9,43.1
PDS_M3_02717,-80.2581,152.0308,74.9,15.6,9.5,0.58,4.43,1.56,0.042,4.4,43.5
PDS_M3_02718,-81.5294,-26.6785,81.1,10.8,8.1,0.48,4.1,1.55,0.085,4.4,43.4
PDS_M3_02719,-89.7641,174.7887,68.4,22.7,8.9,0.36,4.33,0.6,0.063,4.2,42.7
PDS_M3_02720,-81.0144,19.461,74.3,17.2,8.5,0.21,4.26,0.93,0.061,5.6,43.6
PDS_M3_02721,-82.168,155.0998,77.8,14.5,7.7,0.43,4.17,1.99,0.045,6.6,43.7
PDS_M3_02722,-82.1962,-178.0744,77.8,13.2,9.0,0.58,3.82,0.97,0.109,5.3,43.0
PDS_M3_02723,-85.42,89.366,81.4,9.8,8.8,0.56,3.67,1.23,0.07,6.9,43.3
PDS_M3_02724,-86.0199,145.0982,80.8,9.7,9.5,0.72,4.45,1.44,0.219,7.7,44.0
PDS_M3_02725,-86.9708,-129.7006,74.9,17.1,8.0,0.35,4.24,1.36,0.115,6.3,43.8
PDS_M3_02726,-89.3431,-145.3947,81.2,10.9,7.9,0.25,3.65,0.4,0.075,4.3,42.8
PDS_M3_02727,-87.7176,-27.1539,73.1,16.6,10.3,0.5,4.47,1.2,0.099,5.9,43.1
PDS_M3_02728,-87.534,156.1244,79.7,10.5,9.8,0.48,3.83,1.62,0.044,7.4,43.8
PDS_M3_02729,-85.1592,15.2592,83.2,6.7,10.1,0.45,5.44,1.11,0.093,5.0,44.1
PDS_M3_02730,-82.5256,9.8843,80.9,11.6,7.5,0.34,6.19,0.79,0.106,5.0,44.0
PDS_M3_02731,-85.2619,-129.1946,76.4,15.7,7.9,0.1,5.31,0.79,0.047,7.2,43.9
PDS_M3_02732,-89.4216,-179.7158,74.7,16.0,9.3,0.3,5.27,1.04,0.109,4.1,43.3
PDS_M3_02733,-80.4221,111.6504,69.9,19.7,10.4,0.53,4.85,1.3,0.079,6.0,43.5
PDS_M3_02734,-80.5728,-148.4732,77.2,12.2,10.6,0.49,4.03,1.97,0.079,5.1,43.5
PDS_M3_02735,-82.1481,48.1859,71.5,18.2,10.3,0.59,2.68,1.01,0.117,5.3,43.3
PDS_M3_02736,-80.0867,149.2619,72.8,20.0,7.2,0.5,3.38,1.27,0.076,7.8,42.9
PDS_M3_02737,-84.5552,-104.8853,71.2,18.5,10.3,0.56,3.66,0.64,0.056,5.2,43.6
PDS_M3_02738,-80.3723,59.4982,74.2,15.2,10.6,0.56,5.17,0.59,0.061,5.9,42.9
PDS_M3_02739,-89.2439,-151.6685,75.9,16.9,7.2,0.45,4.4,0.95,0.12,7.0,43.2
PDS_M3_02740,-86.3432,37.3519,77.1,14.2,8.7,0.45,3.67,1.23,0.044,4.3,44.0
PDS_M3_02741,-87.7462,-120.9846,73.6,17.3,9.1,0.1,2.72,1.07,0.15,6.8,43.5
PDS_M3_02742,-88.0417,84.9433,80.3,11.8,7.9,0.35,6.05,1.12,0.092,5.3,44.2
PDS_M3_02743,-88.592,-71.5567,75.2,15.7,9.1,0.36,4.63,1.02,0.118,4.3,43.5
PDS_M3_02744,-83.7759,-13.1792,72.8,16.7,10.5,0.43,4.93,1.09,0.065,5.2,43.3
PDS_M3_02745,-82.1868,35.795,76.9,12.6,10.5,0.31,3.77,1.01,0.055,5.9,44.2
PDS_M3_02746,-84.217,-118.3416,83.9,5.3,10.8,0.59,4.09,0.7,0.138,6.1,43.8
PDS_M3_02747,-88.5304,86.9896,77.3,13.8,8.9,0.32,3.92,0.65,0.046,4.9,43.8
PDS_M3_02748,-81.8888,-71.0495,74.5,16.9,8.6,0.62,4.25,1.51,0.051,5.5,43.5
PDS_M3_02749,-83.6405,58.4539,69.9,20.4,9.7,0.31,5.68,0.85,0.06,4.1,43.5
PDS_M3_02750,-86.1183,-123.0181,75.1,16.2,8.7,0.36,3.24,1.03,0.066,5.0,43.5
PDS_M3_02751,-83.2587,67.7224,76.9,15.9,7.2,0.35,4.17,1.46,0.054,4.2,44.0
PDS_M3_02752,-87.401,-133.8523,74.4,15.7,9.9,0.38,4.49,1.02,0.186,5.7,43.6
PDS_M3_02753,-86.5481,-26.8717,69.3,22.6,8.1,0.63,4.11,1.36,0.042,4.8,43.3
PDS_M3_02754,-80.8251,-91.0058,72.6,20.2,7.2,0.4,5.0,0.83,0.138,8.3,43.6
PDS_M3_02755,-87.095,89.4151,81.8,11.1,7.1,0.4,2.81,1.57,0.072,6.3,43.2
PDS_M3_02756,-85.3001,-85.6674,81.7,7.6,10.7,0.34,5.71,1.17,0.149,3.8,44.3
PDS_M3_02757,-81.0986,137.4182,72.5,19.5,8.0,0.41,3.1,1.09,0.135,4.9,42.9
PDS_M3_02758,-82.9228,141.0553,78.7,12.5,8.8,0.48,3.3,1.05,0.048,6.6,43.5
PDS_M3_02759,-89.378,-109.2811,71.3,17.9,10.8,0.42,3.84,1.33,0.106,6.1,43.3
PDS_M3_02760,-88.527,40.9845,81.6,9.5,8.9,0.43,3.68,1.17,0.069,3.9,44.0
PDS_M3_02761,-89.9216,-148.4216,77.0,15.7,7.3,0.6,4.54,0.4,0.143,4.9,44.3
PDS_M3_02762,-83.6908,-39.0466,79.8,11.0,9.2,0.49,4.45,0.97,0.154,6.6,44.2
PDS_M3_02763,-85.5233,76.7958,69.1,23.5,7.4,0.28,4.29,1.2,0.053,6.2,42.8
PDS_M3_02764,-88.6573,57.3924,78.7,13.9,7.4,0.44,3.07,0.81,0.079,6.5,43.4
PDS_M3_02765,-80.4207,44.8922,76.0,13.6,10.4,0.37,4.09,0.95,0.094,5.5,43.1
PDS_M3_02766,-84.7034,-78.2853,79.4,12.4,8.2,0.53,4.22,0.98,0.087,4.8,43.3
PDS_M3_02767,-87.5811,-43.911,79.7,10.6,9.7,0.47,5.19,1.58,0.057,4.3,43.6
PDS_M3_02768,-84.994,-142.9394,76.3,14.7,9.0,0.62,4.36,1.28,0.059,6.9,44.2
PDS_M3_02769,-83.2038,78.8482,73.6,18.5,7.9,0.34,4.51,1.2,0.157,8.1,43.5
PDS_M3_02770,-89.2376,1.4,79.1,11.8,9.1,0.42,5.77,0.75,0.042,6.1,43.7
PDS_M3_02771,-87.253,75.1556,75.8,16.9,7.3,0.29,3.27,0.89,0.058,6.9,43.7
PDS_M3_02772,-81.9303,-90.3803,72.5,19.1,8.4,0.44,3.89,1.36,0.055,4.8,43.2
PDS_M3_02773,-85.4034,-63.2022,72.3,18.6,9.1,0.22,3.29,1.3,0.068,5.8,43.5
PDS_M3_02774,-84.5342,-59.6825,70.1,22.0,7.9,0.5,5.49,0.67,0.11,5.7,43.6
PDS_M3_02775,-85.6718,-170.7327,74.0,16.4,9.6,0.44,5.54,1.52,0.086,6.3,44.6
PDS_M3_02776,-89.561,-57.2228,80.4,12.4,7.2,0.47,5.42,0.84,0.087,5.9,44.2
PDS_M3_02777,-88.3425,109.1896,76.7,14.4,8.9,0.57,4.64,1.21,0.119,9.1,44.3
PDS_M3_02778,-85.5446,143.0275,73.9,16.2,9.9,0.48,4.5,1.92,0.14,6.8,43.6
PDS_M3_02779,-87.9081,6.5586,79.2,12.1,8.7,0.26,3.83,0.97,0.05,7.4,44.0
PDS_M3_02780,-89.5002,-16.0194,72.7,16.8,10.5,0.37,4.82,1.15,0.047,6.1,43.6
PDS_M3_02781,-81.5635,-168.9031,76.4,14.1,9.5,0.44,3.17,0.93,0.062,3.2,43.0
PDS_M3_02782,-80.1881,136.5136,75.3,13.9,10.8,0.4,3.17,1.15,0.145,6.3,42.7
PDS_M3_02783,-82.0686,-175.3163,79.1,12.8,8.1,0.42,3.86,1.53,0.087,7.1,43.3
PDS_M3_02784,-81.4622,160.11,69.7,19.5,10.8,0.69,5.71,1.04,0.049,7.5,43.9
PDS_M3_02785,-87.5802,-3.8822,72.6,18.0,9.4,0.47,3.79,1.01,0.051,5.7,43.4
PDS_M3_02786,-80.3937,-56.9036,69.4,20.6,10.0,0.51,3.9,1.43,0.177,4.1,43.7
PDS_M3_02787,-88.0307,152.7186,75.0,14.4,10.6,0.15,4.43,0.72,0.067,5.5,44.1
PDS_M3_02788,-80.4857,-171.2192,80.8,10.0,9.2,0.56,4.92,1.12,0.058,4.1,43.3
PDS_M3_02789,-80.0518,29.313,74.0,15.6,10.4,0.88,5.2,0.88,0.111,7.3,44.2
PDS_M3_02790,-82.8828,17.6157,74.0,16.8,9.2,0.65,3.3,1.03,0.158,6.3,43.1
PDS_M3_02791,-80.1886,-101.0447,79.5,11.1,9.4,0.38,4.12,0.83,0.075,5.2,43.7
PDS_M3_02792,-84.3046,-25.6005,80.3,10.9,8.8,0.79,4.38,0.67,0.134,6.7,43.4
PDS_M3_02793,-87.4046,54.815,75.6,16.8,7.6,0.45,4.46,0.44,0.074,7.6,43.7
PDS_M3_02794,-85.63,81.7672,78.7,12.1,9.2,0.5,4.89,0.96,0.111,6.7,43.7
PDS_M3_02795,-84.0644,-179.7419,71.7,17.4,10.9,0.41,4.86,1.17,0.091,8.2,43.8
PDS_M3_02796,-89.2692,157.2672,81.5,8.4,10.1,0.41,4.22,1.34,0.175,4.7,44.3
PDS_M3_02797,-83.7766,-120.7709,84.6,5.4,10.0,0.11,5.12,0.7,0.064,7.0,44.6
PDS_M3_02798,-80.1882,-95.911,78.1,12.3,9.6,0.57,4.98,1.15,0.128,4.0,44.0
PDS_M3_02799,-88.0989,-85.1496,67.7,23.9,8.4,0.41,4.91,1.27,0.109,8.1,43.7
PDS_M3_02800,-82.074,-166.3848,73.8,18.5,7.7,0.42,3.78,1.21,0.15,6.7,43.4
PDS_M3_02801,-80.921,-135.7012,78.5,13.6,7.9,0.49,4.77,1.18,0.096,5.4,43.7
PDS_M3_02802,-80.563,175.086,74.3,18.7,7.0,0.39,5.16,0.45,0.077,4.4,43.7
PDS_M3_02803,-80.3986,-66.522,81.1,9.2,9.7,0.49,3.79,1.06,0.043,5.2,43.3
PDS_M3_02804,-84.7854,-138.4916,78.4,11.4,10.2,0.63,4.31,1.08,0.15,5.5,44.2
PDS_M3_02805,-80.2269,-141.4831,73.2,18.7,8.1,0.51,5.45,1.26,0.184,6.1,43.5
PDS_M3_02806,-82.4269,79.0056,76.1,16.5,7.4,0.43,4.52,1.52,0.076,5.8,43.7
PDS_M3_02807,-88.3833,127.6447,72.4,19.3,8.3,0.43,4.13,1.02,0.055,5.0,42.9
PDS_M3_02808,-85.231,-87.4972,75.3,16.5,8.2,0.48,5.37,1.0,0.103,7.2,43.5
PDS_M3_02809,-82.8167,-172.4726,73.8,17.4,8.8,0.33,3.82,1.14,0.048,3.8,43.9
PDS_M3_02810,-87.5266,-99.6876,80.7,11.2,8.1,0.48,2.84,1.11,0.043,6.5,44.0
PDS_M3_02811,-83.5938,-159.6544,84.5,7.1,8.4,0.55,3.58,1.23,0.061,6.0,44.3
PDS_M3_02812,-83.334,-142.7778,70.3,19.1,10.6,0.46,5.11,1.26,0.108,5.8,43.3
PDS_M3_02813,-88.373,-24.6571,68.3,23.4,8.3,0.39,4.62,1.05,0.141,6.6,43.4
PDS_M3_02814,-84.3491,-97.2294,75.0,14.9,10.1,0.41,4.25,1.25,0.05,5.0,43.6
PDS_M3_02815,-82.2837,5.7405,69.9,20.6,9.5,0.55,5.05,1.03,0.215,4.9,43.7
PDS_M3_02816,-85.011,-88.7422,76.2,15.4,8.4,0.28,4.33,0.66,0.088,5.5,43.8
PDS_M3_02817,-89.879,158.5934,79.0,10.7,10.3,0.33,4.02,0.75,0.196,5.2,43.6
PDS_M3_02818,-89.9096,146.1398,82.0,8.6,9.4,0.21,4.87,0.4,0.05,5.5,42.8
PDS_M3_02819,-86.4297,24.0502,76.8,16.2,7.0,0.46,3.89,1.6,0.077,6.7,43.8
PDS_M3_02820,-80.7381,-52.4074,75.2,17.5,7.3,0.58,4.59,1.49,0.074,5.9,43.0
PDS_M3_02821,-87.7132,-42.7871,68.1,21.9,10.0,0.65,3.56,1.41,0.072,5.8,43.7
PDS_M3_02822,-83.6564,-31.7332,76.1,15.1,8.8,0.68,3.36,1.04,0.2,6.1,44.0
PDS_M3_02823,-87.7792,81.9286,76.3,15.1,8.6,0.35,3.51,1.39,0.154,5.4,42.8
PDS_M3_02824,-86.7833,-17.41,78.6,13.8,7.6,0.49,4.18,1.37,0.135,6.9,43.9
PDS_M3_02825,-81.5196,128.4228,73.2,19.2,7.6,0.39,3.68,0.66,0.06,6.5,43.7
PDS_M3_02826,-82.7114,159.8741,74.3,15.5,10.2,0.7,3.7,0.86,0.065,5.8,43.8
PDS_M3_02827,-89.046,-59.0594,70.1,19.6,10.3,0.65,4.08,1.26,0.058,4.4,43.0
PDS_M3_02828,-85.713,21.85,66.8,24.0,9.2,0.48,4.14,0.95,0.135,7.4,43.5
PDS_M3_02829,-89.7083,-145.7796,71.6,20.2,8.2,0.36,2.96,0.89,0.07,6.6,43.0
PDS_M3_02830,-85.1911,-107.8311,69.7,19.6,10.7,0.1,2.18,1.35,0.22,6.5,43.7
PDS_M3_02831,-83.3757,-31.1523,77.3,13.2,9.5,0.23,4.52,0.85,0.067,7.8,43.9
PDS_M3_02832,-88.815,-105.767,73.9,15.9,10.2,0.17,4.31,1.84,0.051,6.6,43.5
PDS_M3_02833,-87.1112,135.5618,73.8,19.2,7.0,0.23,3.1,1.58,0.199,5.7,43.8
PDS_M3_02834,-86.0216,-123.0169,72.1,19.1,8.8,0.73,4.55,1.04,0.132,5.2,43.1
PDS_M3_02835,-80.8047,-15.9621,63.1,26.4,10.5,0.26,4.55,1.47,0.093,5.1,43.0
PDS_M3_02836,-80.0674,38.0517,82.0,9.6,8.4,0.29,3.96,1.16,0.157,6.1,44.3
PDS_M3_02837,-89.5509,69.071,72.0,18.1,9.9,0.31,5.77,0.98,0.219,7.0,44.0
PDS_M3_02838,-82.3899,-42.095,74.4,16.0,9.6,0.84,5.22,1.69,0.159,7.0,43.2
PDS_M3_02839,-86.2828,132.8757,70.2,22.2,7.6,0.44,3.88,1.22,0.181,4.1,43.2
PDS_M3_02840,-86.0754,24.5949,79.9,10.0,10.1,0.6,3.9,0.83,0.059,6.9,43.6
PDS_M3_02841,-82.4574,-21.7772,76.6,15.9,7.5,0.48,3.03,1.24,0.083,5.4,43.7
PDS_M3_02842,-80.8157,-155.7934,72.7,17.4,9.9,0.15,5.18,1.6,0.135,5.1,43.5
PDS_M3_02843,-80.4907,-12.7118,74.4,14.6,11.0,0.68,4.4,1.1,0.085,6.2,44.1
PDS_M3_02844,-84.2288,115.4649,82.7,6.5,10.8,0.51,4.86,1.16,0.102,6.7,44.5
PDS_M3_02845,-86.4288,41.2348,75.7,14.1,10.2,0.43,2.49,1.01,0.194,4.3,44.4
PDS_M3_02846,-82.1245,119.5785,75.3,15.6,9.1,0.71,4.82,1.21,0.061,6.1,44.5
PDS_M3_02847,-87.49,-2.1558,72.2,18.1,9.7,0.4,3.79,0.81,0.087,3.9,42.9
PDS_M3_02848,-84.3593,-137.3538,68.4,21.7,9.9,0.43,4.67,0.86,0.09,6.8,43.3
PDS_M3_02849,-86.4142,-175.0897,75.4,17.6,7.0,0.4,4.62,1.0,0.067,4.5,43.4
PDS_M3_02850,-83.4337,-70.841,77.3,15.3,7.4,0.61,4.18,1.15,0.068,6.0,43.3
PDS_M3_02851,-87.596,71.2766,80.4,10.2,9.4,0.57,3.64,1.43,0.128,5.4,44.4
PDS_M3_02852,-88.0841,104.4936,67.0,26.0,7.0,0.49,4.52,1.06,0.199,5.1,43.5
PDS_M3_02853,-80.8176,-73.529,71.5,17.9,10.6,0.29,3.53,1.35,0.1,3.4,42.9
PDS_M3_02854,-88.982,-1.5646,73.7,17.3,9.0,0.39,5.04,0.97,0.08,4.1,44.6
PDS_M3_02855,-84.9404,-28.3972,76.0,16.0,8.0,0.29,3.62,1.28,0.123,5.7,42.9
PDS_M3_02856,-87.7915,-32.2118,75.4,16.0,8.6,0.62,4.22,1.46,0.22,4.7,43.5
PDS_M3_02857,-89.6107,-96.7145,75.5,14.1,10.4,0.21,3.6,1.07,0.045,5.4,43.7
PDS_M3_02858,-89.6398,-130.9064,77.6,11.7,10.7,0.69,4.33,1.21,0.103,4.9,43.3
PDS_M3_02859,-88.2478,-109.1921,72.4,20.1,7.5,0.64,3.37,0.92,0.089,5.5,43.8
PDS_M3_02860,-81.3323,-160.0803,79.7,10.2,10.1,0.31,3.55,1.28,0.097,4.4,43.5
PDS_M3_02861,-87.1752,-108.6729,77.7,13.0,9.3,0.39,6.04,0.4,0.041,5.2,44.0
PDS_M3_02862,-80.4954,-176.6877,74.7,16.0,9.3,0.34,4.88,0.61,0.22,5.5,43.8
PDS_M3_02863,-84.1838,45.813,82.4,7.5,10.1,0.51,4.5,1.27,0.045,5.8,42.9
PDS_M3_02864,-85.6339,-66.1049,82.2,9.9,7.9,0.66,4.61,0.61,0.062,3.6,43.3
PDS_M3_02865,-84.1991,170.3321,79.7,11.2,9.1,0.63,4.44,0.95,0.061,5.9,44.1
PDS_M3_02866,-84.833,-110.2619,63.9,27.8,8.3,0.39,4.13,1.52,0.119,4.5,43.4
PDS_M3_02867,-82.4122,-55.5017,82.3,10.3,7.4,0.64,4.81,1.36,0.107,4.2,43.5
PDS_M3_02868,-87.175,-51.1772,79.2,13.4,7.4,0.63,3.54,1.82,0.044,7.3,43.5
PDS_M3_02869,-86.4695,-176.9575,84.0,8.5,7.5,0.42,5.48,1.12,0.05,6.7,43.9
PDS_M3_02870,-81.0591,122.1149,80.9,9.6,9.5,0.45,4.3,1.08,0.063,6.5,43.0
PDS_M3_02871,-80.5354,-168.482,82.3,10.3,7.4,0.68,4.84,1.1,0.113,5.5,44.8
PDS_M3_02872,-81.0744,158.4647,79.5,11.2,9.3,0.61,5.46,0.82,0.199,5.1,43.4
PDS_M3_02873,-85.8055,141.1468,81.4,9.2,9.4,0.63,4.59,1.04,0.063,7.6,43.9
PDS_M3_02874,-82.1963,12.7879,84.0,5.4,10.6,0.84,3.55,0.72,0.085,6.0,44.6
PDS_M3_02875,-85.2366,15.6944,76.9,13.6,9.5,0.53,5.18,1.45,0.068,4.7,43.6
PDS_M3_02876,-85.0246,55.3601,69.7,19.4,10.9,0.5,5.56,1.32,0.092,4.6,43.6
PDS_M3_02877,-87.9532,-40.662,74.8,18.1,7.1,0.65,2.64,0.75,0.099,6.2,43.2
PDS_M3_02878,-84.0887,53.0,77.6,12.6,9.8,0.75,4.12,0.9,0.084,5.4,43.5
PDS_M3_02879,-88.1386,-163.8834,76.3,16.6,7.1,0.36,4.43,1.22,0.07,7.0,43.3
PDS_M3_02880,-86.6844,-160.5429,71.0,19.1,9.9,0.42,3.99,1.18,0.167,5.9,44.0
PDS_M3_02881,-81.4497,-15.397,69.5,22.0,8.5,0.3,3.2,0.79,0.137,4.4,43.2
PDS_M3_02882,-87.9292,17.864,73.0,17.6,9.4,0.5,3.49,1.12,0.22,8.0,43.3
PDS_M3_02883,-89.2884,139.6144,79.2,12.6,8.2,0.58,2.72,1.27,0.072,4.6,43.4
PDS_M3_02884,-89.3099,-142.3222,82.3,10.1,7.6,0.31,4.96,1.28,0.042,4.3,44.0
PDS_M3_02885,-80.5922,116.1533,79.7,10.4,9.9,0.62,5.3,1.61,0.103,5.7,44.0
PDS_M3_02886,-84.9308,-104.383,80.2,9.2,10.6,0.38,5.29,1.18,0.132,6.4,43.0
PDS_M3_02887,-85.9059,-38.1299,75.7,16.6,7.7,0.37,4.18,0.73,0.206,4.7,43.7
PDS_M3_02888,-81.8912,-66.0231,69.0,20.3,10.7,0.62,4.42,0.78,0.041,6.6,43.5
PDS_M3_02889,-81.6417,-35.9441,74.2,18.2,7.6,0.36,5.06,1.48,0.167,5.2,44.2
PDS_M3_02890,-86.6781,-125.8216,75.0,15.1,9.9,0.24,4.01,1.58,0.084,8.7,43.1
PDS_M3_02891,-83.0638,1.2852,74.0,15.2,10.8,0.56,3.44,1.09,0.068,6.2,43.1
PDS_M3_02892,-82.2888,108.5913,76.2,16.2,7.6,0.43,3.74,1.21,0.055,4.5,43.9
PDS_M3_02893,-83.4535,-21.0478,77.8,13.5,8.7,0.63,4.34,1.13,0.141,5.0,43.7
PDS_M3_02894,-88.484,-3.3791,79.4,12.3,8.3,0.57,3.63,1.01,0.067,6.4,44.3
PDS_M3_02895,-81.2412,125.5563,74.9,16.5,8.6,0.19,4.58,0.65,0.096,4.8,44.1
PDS_M3_02896,-84.6091,74.1809,68.4,21.6,10.0,0.65,3.12,1.24,0.083,5.7,43.5
PDS_M3_02897,-87.1753,-3.4364,74.1,16.3,9.6,0.73,4.01,1.63,0.058,8.2,43.6
PDS_M3_02898,-85.7477,-87.2296,76.2,12.9,10.9,0.61,4.52,1.15,0.133,6.6,43.6
PDS_M3_02899,-89.6243,138.5736,80.9,11.4,7.7,0.61,4.31,1.01,0.061,6.5,43.8
PDS_M3_02900,-88.7213,27.7273,73.7,17.1,9.2,0.41,3.61,0.97,0.133,8.2,43.6
PDS_M3_02901,-82.3445,-100.3869,78.1,13.1,8.8,0.38,4.79,1.25,0.072,4.9,44.3
PDS_M3_02902,-89.9999,-83.1169,77.2,12.1,10.7,0.48,4.41,1.45,0.042,5.8,42.9
PDS_M3_02903,-85.8343,109.1279,76.2,16.8,7.0,0.59,2.53,1.26,0.128,5.4,43.5
PDS_M3_02904,-84.7749,-164.1076,79.7,9.3,11.0,0.58,4.56,0.54,0.178,5.0,43.9
PDS_M3_02905,-89.4537,177.1532,73.4,17.7,8.9,0.38,3.86,1.62,0.048,5.5,43.3
PDS_M3_02906,-80.2692,-133.0734,73.7,16.8,9.5,0.37,3.78,1.35,0.093,5.3,43.5
PDS_M3_02907,-87.7387,106.5847,76.0,15.6,8.4,0.23,3.54,1.05,0.044,5.0,43.5
PDS_M3_02908,-86.958,-37.8809,73.4,16.2,10.4,0.55,3.4,0.94,0.146,5.4,44.1
PDS_M3_02909,-86.9606,-2.8022,78.0,12.8,9.2,0.39,4.37,0.97,0.22,5.0,43.6
PDS_M3_02910,-87.6958,137.0342,73.1,17.2,9.7,0.4,4.64,1.36,0.081,6.2,43.3
PDS_M3_02911,-89.9853,-31.352,76.9,13.5,9.6,0.71,4.32,0.51,0.063,4.7,44.0
PDS_M3_02912,-82.7066,13.4978,75.6,15.9,8.5,0.54,4.96,1.25,0.152,7.0,43.4
PDS_M3_02913,-80.3315,-162.2521,76.9,15.8,7.3,0.5,4.67,1.18,0.084,6.7,43.6
PDS_M3_02914,-87.7571,-179.1549,74.2,15.6,10.2,0.57,2.59,1.18,0.076,6.3,43.2
PDS_M3_02915,-83.3695,-91.872,74.6,17.2,8.2,0.66,3.47,0.75,0.056,5.2,43.4
PDS_M3_02916,-82.581,65.0099,76.4,13.2,10.4,0.21,5.15,0.59,0.097,5.9,43.7
PDS_M3_02917,-81.5157,-136.3446,76.8,13.8,9.4,0.37,3.18,1.77,0.096,5.6,43.2
