sample_id,latitude_deg,longitude_deg,annual_illumination_pct,sunlight_hours_yr,max_continuous_sunlight_hrs,max_continuous_darkness_hrs,psr_flag,direct_earth_visibility_pct,solar_energy_yield_kwh_m2_yr
ILLUM_02617,-87.2961,87.9909,20.6,1805,332,566,0,33.8,2358
ILLUM_02618,-81.5729,169.6392,0.0,0,0,8760,1,0.0,0
ILLUM_02619,-86.8665,-22.3079,75.7,6631,1147,150,0,72.9,8664
ILLUM_02620,-82.1107,129.972,89.9,7875,1808,55,0,98.5,10289
ILLUM_02621,-81.0813,23.7107,5.0,438,0,654,0,11.3,572
ILLUM_02622,-85.6618,-123.3952,88.2,7726,1821,59,0,80.8,10095
ILLUM_02623,-80.9006,68.6242,35.7,3127,595,558,0,43.4,4086
ILLUM_02624,-86.2268,4.8364,86.0,7534,1702,66,0,90.3,9843
ILLUM_02625,-80.3592,54.2183,62.4,5466,658,406,0,69.8,7142
ILLUM_02626,-89.1071,140.2875,82.4,7218,1383,136,0,91.0,9431
ILLUM_02627,-83.1298,-21.4436,0.0,0,0,8760,1,0.0,0
ILLUM_02628,-85.0619,144.4239,5.4,473,0,517,0,8.5,618
ILLUM_02629,-86.1235,90.2408,6.0,526,0,633,0,16.2,687
ILLUM_02630,-83.6729,-4.1022,0.0,0,0,8760,1,0.0,0
ILLUM_02631,-82.9614,37.16,10.6,929,0,523,0,18.4,1213
ILLUM_02632,-89.9564,-62.7908,39.4,3451,624,559,0,34.9,4510
ILLUM_02633,-88.3305,174.095,88.8,7779,1637,78,0,91.7,10164
ILLUM_02634,-82.8695,60.2464,24.3,2129,464,381,0,36.7,2781
ILLUM_02635,-83.3361,-164.2151,49.4,4327,344,436,0,43.7,5654
ILLUM_02636,-80.3395,-62.4161,0.0,0,0,8760,1,0.0,0
ILLUM_02637,-82.3896,44.3932,0.0,0,0,8760,1,0.0,0
ILLUM_02638,-80.4923,-159.72,23.3,2041,585,503,0,14.9,2667
ILLUM_02639,-82.9746,-171.4017,0.0,0,0,8760,1,0.0,0
ILLUM_02640,-87.0195,-17.9913,78.7,6894,960,116,0,78.5,9008
ILLUM_02641,-88.9464,-60.2315,74.2,6500,960,234,0,68.4,8493
ILLUM_02642,-82.1818,-22.2125,72.9,6386,919,165,0,71.2,8344
ILLUM_02643,-83.5585,-85.4304,70.7,6193,955,206,0,63.3,8092
ILLUM_02644,-89.5181,-120.7016,43.4,3802,380,428,0,35.0,4967
ILLUM_02645,-86.3995,68.0916,65.4,5729,478,381,0,78.5,7485
ILLUM_02646,-80.432,5.2456,36.1,3162,698,535,0,37.7,4132
ILLUM_02647,-84.996,-107.9445,8.2,718,0,413,0,0.1,939
ILLUM_02648,-85.6727,-64.9478,36.5,3197,396,682,0,28.3,4178
ILLUM_02649,-85.423,33.0508,12.5,1095,0,732,0,20.5,1431
ILLUM_02650,-87.9112,-153.9974,34.4,3013,459,582,0,32.7,3937
ILLUM_02651,-86.3129,-126.9169,31.8,2786,306,505,0,20.3,3640
ILLUM_02652,-86.3019,-153.6316,53.6,4695,594,720,0,52.5,6135
ILLUM_02653,-89.4764,112.4342,0.0,0,0,8760,1,0.0,0
ILLUM_02654,-82.3243,90.8673,64.2,5624,502,557,0,77.0,7348
ILLUM_02655,-85.835,91.1927,45.3,3968,608,724,0,58.7,5185
ILLUM_02656,-81.7782,77.8771,85.2,7464,1609,32,0,97.1,9752
ILLUM_02657,-81.4965,60.9788,6.7,587,0,557,0,17.4,767
ILLUM_02658,-87.8801,-8.2829,64.6,5659,677,650,0,63.9,7394
ILLUM_02659,-83.4265,51.2201,61.9,5422,486,490,0,71.7,7085
ILLUM_02660,-85.2772,-166.1898,90.6,7937,1535,70,0,87.9,10370
ILLUM_02661,-81.1984,43.7272,31.8,2786,327,552,0,42.2,3640
ILLUM_02662,-87.8426,100.036,28.8,2523,643,696,0,38.9,3296
ILLUM_02663,-83.2219,0.129,16.7,1463,0,557,0,16.4,1911
ILLUM_02664,-83.9225,-51.2952,22.5,1971,509,742,0,17.4,2575
ILLUM_02665,-87.047,-80.1264,45.1,3951,495,682,0,37.8,5162
ILLUM_02666,-88.634,51.4087,74.6,6535,1423,156,0,87.4,8538
ILLUM_02667,-83.4836,69.4084,23.2,2032,514,660,0,36.4,2655
ILLUM_02668,-82.614,133.5483,14.4,1261,0,600,0,22.2,1648
ILLUM_02669,-86.8437,-56.7597,26.8,2348,414,724,0,17.5,3067
ILLUM_02670,-83.5517,97.118,9.1,797,0,711,0,19.5,1042
ILLUM_02671,-86.0487,22.0881,85.5,7490,1635,46,0,91.8,9786
ILLUM_02672,-82.8679,137.8211,78.1,6842,961,154,0,89.6,8939
ILLUM_02673,-88.0078,10.0124,24.3,2129,498,665,0,31.0,2781
ILLUM_02674,-81.0978,6.3467,23.5,2059,316,647,0,24.6,2690
ILLUM_02675,-87.1259,28.0357,82.4,7218,1059,231,0,90.7,9431
ILLUM_02676,-86.3221,89.7535,5.0,438,0,399,0,10.2,572
ILLUM_02677,-89.4191,167.2886,54.5,4774,325,416,0,59.3,6238
ILLUM_02678,-88.8849,-153.5172,85.2,7464,1583,70,0,82.6,9752
ILLUM_02679,-84.8414,-160.7635,47.8,4187,325,482,0,45.0,5471
ILLUM_02680,-87.3241,157.5181,5.0,438,0,702,0,4.1,572
ILLUM_02681,-81.6452,10.7552,18.9,1656,0,731,0,22.7,2163
ILLUM_02682,-89.8531,41.3651,86.5,7577,1549,61,0,94.2,9900
ILLUM_02683,-86.2091,-6.3275,5.0,438,0,495,0,0.5,572
ILLUM_02684,-86.6265,-146.2833,34.8,3048,378,417,0,32.0,3983
ILLUM_02685,-89.8067,96.5122,0.0,0,0,8760,1,0.0,0
ILLUM_02686,-88.7563,89.0009,77.9,6824,1395,202,0,89.6,8916
ILLUM_02687,-85.8636,-67.7868,45.9,4021,455,627,0,36.1,5253
ILLUM_02688,-85.0714,-69.7539,0.0,0,0,8760,1,0.0,0
ILLUM_02689,-85.9571,121.6229,55.8,4888,555,439,0,65.5,6387
ILLUM_02690,-84.6906,-153.9514,25.7,2251,333,606,0,20.7,2941
ILLUM_02691,-84.0487,137.1979,28.4,2488,657,419,0,31.0,3251
ILLUM_02692,-89.9008,-87.6018,75.3,6596,1028,234,0,66.7,8618
ILLUM_02693,-85.359,33.4745,14.6,1279,0,572,0,20.2,1671
ILLUM_02694,-80.365,156.9579,5.0,438,0,656,0,4.4,572
ILLUM_02695,-84.8097,64.1241,0.0,0,0,8760,1,0.0,0
ILLUM_02696,-83.2246,-30.8053,42.7,3741,373,423,0,41.5,4887
ILLUM_02697,-86.8814,68.2323,65.6,5747,303,538,0,76.3,7508
ILLUM_02698,-82.2601,-56.1673,74.3,6509,945,111,0,65.9,8504
ILLUM_02699,-82.2708,-80.187,64.9,5685,320,658,0,53.2,7428
ILLUM_02700,-84.787,178.806,58.0,5081,619,708,0,59.7,6638
ILLUM_02701,-80.2399,90.2845,60.7,5317,453,639,0,73.2,6947
ILLUM_02702,-88.7445,52.0992,25.4,2225,657,563,0,33.7,2907
ILLUM_02703,-89.8305,-52.0957,34.1,2987,543,691,0,28.4,3903
ILLUM_02704,-82.2984,-162.3021,60.2,5274,368,484,0,55.5,6890
ILLUM_02705,-81.9284,-168.8195,7.0,613,0,388,0,4.3,801
ILLUM_02706,-88.7979,19.5053,27.2,2383,398,642,0,31.4,3113
ILLUM_02707,-87.3442,94.3318,39.8,3486,331,412,0,48.6,4555
ILLUM_02708,-89.8245,13.4565,47.0,4117,372,620,0,53.0,5379
ILLUM_02709,-87.0669,122.6826,40.9,3583,532,560,0,54.6,4681
ILLUM_02710,-82.2686,-167.9664,67.3,5895,698,423,0,66.1,7703
ILLUM_02711,-84.8204,-47.9693,45.9,4021,477,706,0,37.5,5253
ILLUM_02712,-86.519,-94.6547,83.3,7297,1285,88,0,75.9,9534
ILLUM_02713,-86.2826,-18.9817,33.8,2961,403,450,0,32.9,3869
ILLUM_02714,-89.9865,-153.9445,46.7,4091,334,539,0,45.5,5345
ILLUM_02715,-87.002,163.4874,5.0,438,0,463,0,3.1,572
ILLUM_02716,-83.5354,-99.6281,30.0,2628,609,673,0,19.6,3434
ILLUM_02717,-80.2581,152.0308,81.8,7166,1211,147,0,87.0,9362
ILLUM_02718,-81.5294,-26.6785,32.7,2865,641,410,0,27.2,3743
ILLUM_02719,-89.7641,174.7887,23.4,2050,411,630,0,25.0,2678
ILLUM_02720,-81.0144,19.461,48.0,4205,498,505,0,55.0,5494
ILLUM_02721,-82.168,155.0998,0.0,0,0,8760,1,0.0,0
ILLUM_02722,-82.1962,-178.0744,50.4,4415,639,559,0,50.2,5769
ILLUM_02723,-85.42,89.366,26.0,2278,400,589,0,38.8,2976
ILLUM_02724,-86.0199,145.0982,35.2,3084,382,640,0,42.1,4029
ILLUM_02725,-86.9708,-129.7006,71.2,6237,1035,216,0,67.5,8149
ILLUM_02726,-89.3431,-145.3947,59.8,5238,653,583,0,57.2,6844
ILLUM_02727,-87.7176,-27.1539,39.0,3416,590,595,0,37.8,4464
ILLUM_02728,-87.534,156.1244,53.5,4687,455,516,0,58.9,6123
ILLUM_02729,-85.1592,15.2592,68.0,5957,398,664,0,75.5,7783
ILLUM_02730,-82.5256,9.8843,67.5,5913,552,414,0,72.6,7726
ILLUM_02731,-85.2619,-129.1946,18.8,1647,0,716,0,9.9,2152
ILLUM_02732,-89.4216,-179.7158,29.9,2619,539,478,0,28.5,3422
ILLUM_02733,-80.4221,111.6504,33.6,2943,412,469,0,42.4,3846
ILLUM_02734,-80.5728,-148.4732,20.2,1770,678,582,0,12.6,2312
ILLUM_02735,-82.1481,48.1859,5.0,438,0,650,0,8.6,572
ILLUM_02736,-80.0867,149.2619,15.9,1393,0,368,0,21.6,1820
ILLUM_02737,-84.5552,-104.8853,74.9,6561,1302,146,0,67.1,8573
ILLUM_02738,-80.3723,59.4982,54.4,4765,643,550,0,60.5,6226
ILLUM_02739,-89.2439,-151.6685,31.1,2724,368,619,0,27.7,3560
ILLUM_02740,-86.3432,37.3519,57.9,5072,503,416,0,63.9,6627
ILLUM_02741,-87.7462,-120.9846,71.8,6290,1296,88,0,61.7,8218
ILLUM_02742,-88.0417,84.9433,33.0,2891,392,582,0,43.6,3777
ILLUM_02743,-88.592,-71.5567,42.2,3697,357,465,0,34.8,4830
ILLUM_02744,-83.7759,-13.1792,0.0,0,0,8760,1,0.0,0
ILLUM_02745,-82.1868,35.795,51.8,4538,561,674,0,62.6,5929
ILLUM_02746,-84.217,-118.3416,32.0,2803,475,564,0,25.1,3663
ILLUM_02747,-88.5304,86.9896,37.3,3267,307,355,0,51.2,4269
ILLUM_02748,-81.8888,-71.0495,40.7,3565,369,433,0,30.7,4658
ILLUM_02749,-83.6405,58.4539,55.4,4853,354,395,0,68.6,6341
ILLUM_02750,-86.1183,-123.0181,53.7,4704,649,391,0,46.0,6146
ILLUM_02751,-83.2587,67.7224,41.3,3618,360,549,0,49.4,4727
ILLUM_02752,-87.401,-133.8523,5.0,438,0,538,0,0.0,572
ILLUM_02753,-86.5481,-26.8717,56.5,4949,638,380,0,54.5,6467
ILLUM_02754,-80.8251,-91.0058,82.9,7262,1241,183,0,73.6,9488
ILLUM_02755,-87.095,89.4151,71.2,6237,909,117,0,83.1,8149
ILLUM_02756,-85.3001,-85.6674,89.9,7875,1582,71,0,83.3,10289
ILLUM_02757,-81.0986,137.4182,12.1,1060,0,637,0,20.0,1385
ILLUM_02758,-82.9228,141.0553,21.5,1883,665,403,0,27.4,2461
ILLUM_02759,-89.378,-109.2811,46.8,4100,406,478,0,41.8,5356
ILLUM_02760,-88.527,40.9845,20.8,1822,451,738,0,29.0,2381
ILLUM_02761,-89.9216,-148.4216,5.0,438,0,711,0,0.0,572
ILLUM_02762,-83.6908,-39.0466,36.2,3171,583,726,0,31.9,4143
ILLUM_02763,-85.5233,76.7958,24.0,2102,333,482,0,37.1,2747
ILLUM_02764,-88.6573,57.3924,22.6,1980,612,357,0,33.5,2587
ILLUM_02765,-80.4207,44.8922,88.5,7753,1716,52,0,97.6,10129
ILLUM_02766,-84.7034,-78.2853,23.0,2015,581,668,0,12.9,2632
ILLUM_02767,-87.5811,-43.911,14.1,1235,0,359,0,5.4,1614
ILLUM_02768,-84.994,-142.9394,13.2,1156,0,587,0,5.9,1511
ILLUM_02769,-83.2038,78.8482,76.1,6666,1089,179,0,86.4,8710
ILLUM_02770,-89.2376,1.4,62.3,5457,505,645,0,68.2,7131
ILLUM_02771,-87.253,75.1556,13.5,1183,0,451,0,22.0,1545
ILLUM_02772,-81.9303,-90.3803,19.3,1691,0,582,0,10.9,2209
ILLUM_02773,-85.4034,-63.2022,66.2,5799,645,685,0,62.1,7577
ILLUM_02774,-84.5342,-59.6825,26.5,2321,531,661,0,17.5,3033
ILLUM_02775,-85.6718,-170.7327,91.2,7989,1584,58,0,91.6,10438
ILLUM_02776,-89.561,-57.2228,51.8,4538,663,405,0,42.9,5929
ILLUM_02777,-88.3425,109.1896,16.7,1463,0,350,0,27.7,1911
ILLUM_02778,-85.5446,143.0275,79.4,6955,901,124,0,87.6,9088
ILLUM_02779,-87.9081,6.5586,25.9,2269,357,657,0,31.5,2964
ILLUM_02780,-89.5002,-16.0194,30.6,2681,695,559,0,24.7,3502
ILLUM_02781,-81.5635,-168.9031,27.6,2418,641,411,0,29.2,3159
ILLUM_02782,-80.1881,136.5136,69.4,6079,351,580,0,79.9,7943
ILLUM_02783,-82.0686,-175.3163,14.0,1226,0,457,0,15.6,1602
ILLUM_02784,-81.4622,160.11,35.7,3127,564,519,0,39.7,4086
ILLUM_02785,-87.5802,-3.8822,5.0,438,0,524,0,2.3,572
ILLUM_02786,-80.3937,-56.9036,78.6,6885,1014,122,0,70.2,8996
ILLUM_02787,-88.0307,152.7186,32.1,2812,370,708,0,37.0,3674
ILLUM_02788,-80.4857,-171.2192,20.0,1752,0,642,0,22.0,2289
ILLUM_02789,-80.0518,29.313,55.2,4836,445,488,0,60.0,6318
ILLUM_02790,-82.8828,17.6157,67.0,5869,364,544,0,70.0,7668
ILLUM_02791,-80.1886,-101.0447,73.7,6456,1033,249,0,67.4,8435
ILLUM_02792,-84.3046,-25.6005,29.9,2619,378,609,0,28.7,3422
ILLUM_02793,-87.4046,54.815,75.9,6649,1412,172,0,85.3,8687
ILLUM_02794,-85.63,81.7672,44.3,3881,692,379,0,54.1,5070
ILLUM_02795,-84.0644,-179.7419,7.3,639,0,428,0,9.6,836
ILLUM_02796,-89.2692,157.2672,80.1,7017,1023,196,0,84.3,9168
ILLUM_02797,-83.7766,-120.7709,49.5,4336,471,535,0,43.4,5666
ILLUM_02798,-80.1882,-95.911,58.1,5090,438,509,0,47.3,6650
ILLUM_02799,-88.0989,-85.1496,83.6,7323,1431,178,0,79.1,9568
ILLUM_02800,-82.074,-166.3848,50.3,4406,504,462,0,50.8,5757
ILLUM_02801,-80.921,-135.7012,5.0,438,0,648,0,0.0,572
ILLUM_02802,-80.563,175.086,78.5,6877,1213,141,0,83.6,8985
ILLUM_02803,-80.3986,-66.522,26.3,2304,449,579,0,17.9,3010
ILLUM_02804,-84.7854,-138.4916,45.7,4003,609,388,0,41.0,5231
ILLUM_02805,-80.2269,-141.4831,18.5,1621,0,744,0,13.2,2117
ILLUM_02806,-82.4269,79.0056,0.0,0,0,8760,1,0.0,0
ILLUM_02807,-88.3833,127.6447,60.9,5335,366,504,0,73.1,6970
ILLUM_02808,-85.231,-87.4972,39.7,3478,481,629,0,30.8,4544
ILLUM_02809,-82.8167,-172.4726,57.8,5063,426,642,0,58.3,6615
ILLUM_02810,-87.5266,-99.6876,74.2,6500,929,111,0,68.4,8493
ILLUM_02811,-83.5938,-159.6544,34.0,2978,435,637,0,28.9,3891
ILLUM_02812,-83.334,-142.7778,53.2,4660,323,402,0,47.9,6089
ILLUM_02813,-88.373,-24.6571,73.4,6430,1124,119,0,69.7,8401
ILLUM_02814,-84.3491,-97.2294,0.0,0,0,8760,1,0.0,0
ILLUM_02815,-82.2837,5.7405,45.3,3968,529,533,0,52.3,5185
ILLUM_02816,-85.011,-88.7422,39.0,3416,408,559,0,26.4,4464
ILLUM_02817,-89.879,158.5934,38.0,3329,487,506,0,42.4,4349
ILLUM_02818,-89.9096,146.1398,0.0,0,0,8760,1,0.0,0
ILLUM_02819,-86.4297,24.0502,32.9,2882,441,534,0,37.2,3766
ILLUM_02820,-80.7381,-52.4074,65.5,5738,345,444,0,58.5,7497
ILLUM_02821,-87.7132,-42.7871,9.5,832,0,363,0,5.1,1087
ILLUM_02822,-83.6564,-31.7332,87.4,7656,1528,55,0,86.6,10003
ILLUM_02823,-87.7792,81.9286,70.0,6132,538,539,0,83.9,8012
ILLUM_02824,-86.7833,-17.41,28.7,2514,440,435,0,25.3,3285
ILLUM_02825,-81.5196,128.4228,5.0,438,0,400,0,11.9,572
ILLUM_02826,-82.7114,159.8741,62.7,5493,699,362,0,71.0,7176
ILLUM_02827,-89.046,-59.0594,66.6,5834,328,603,0,61.2,7623
ILLUM_02828,-85.713,21.85,88.6,7761,1523,58,0,95.3,10141
ILLUM_02829,-89.7083,-145.7796,23.4,2050,380,454,0,18.5,2678
ILLUM_02830,-85.1911,-107.8311,6.7,587,0,481,0,0.0,767
ILLUM_02831,-83.3757,-31.1523,85.6,7499,1780,59,0,81.8,9797
ILLUM_02832,-88.815,-105.767,26.3,2304,587,481,0,14.9,3010
ILLUM_02833,-87.1112,135.5618,66.8,5852,345,507,0,75.5,7646
ILLUM_02834,-86.0216,-123.0169,7.9,692,0,659,0,0.0,904
ILLUM_02835,-80.8047,-15.9621,71.5,6263,1040,196,0,69.5,8184
ILLUM_02836,-80.0674,38.0517,9.8,858,0,538,0,18.2,1122
ILLUM_02837,-89.5509,69.071,62.6,5484,624,628,0,75.4,7165
ILLUM_02838,-82.3899,-42.095,47.4,4152,422,576,0,43.9,5425
ILLUM_02839,-86.2828,132.8757,88.0,7709,1535,54,0,98.1,10072
ILLUM_02840,-86.0754,24.5949,5.0,438,0,665,0,7.7,572
ILLUM_02841,-82.4574,-21.7772,28.2,2470,397,405,0,24.0,3228
ILLUM_02842,-80.8157,-155.7934,6.1,534,0,449,0,2.5,698
ILLUM_02843,-80.4907,-12.7118,81.8,7166,1369,203,0,81.3,9362
ILLUM_02844,-84.2288,115.4649,52.6,4608,429,639,0,65.4,6020
ILLUM_02845,-86.4288,41.2348,50.0,4380,648,579,0,57.4,5723
ILLUM_02846,-82.1245,119.5785,11.2,981,0,518,0,21.2,1282
ILLUM_02847,-87.49,-2.1558,44.1,3863,628,644,0,46.1,5047
ILLUM_02848,-84.3593,-137.3538,35.6,3119,327,563,0,31.1,4075
ILLUM_02849,-86.4142,-175.0897,32.2,2821,460,647,0,29.1,3685
ILLUM_02850,-83.4337,-70.841,69.1,6053,578,671,0,63.9,7909
ILLUM_02851,-87.596,71.2766,7.0,613,0,497,0,15.3,801
ILLUM_02852,-88.0841,104.4936,59.7,5230,674,619,0,71.1,6833
ILLUM_02853,-80.8176,-73.529,73.4,6430,1052,191,0,68.6,8401
ILLUM_02854,-88.982,-1.5646,83.3,7297,1230,98,0,85.9,9534
ILLUM_02855,-84.9404,-28.3972,64.3,5633,345,642,0,66.1,7359
ILLUM_02856,-87.7915,-32.2118,29.6,2593,682,721,0,21.5,3388
ILLUM_02857,-89.6107,-96.7145,54.8,4800,344,361,0,47.1,6272
ILLUM_02858,-89.6398,-130.9064,15.3,1340,0,741,0,5.9,1751
ILLUM_02859,-88.2478,-109.1921,13.5,1183,0,495,0,1.7,1545
ILLUM_02860,-81.3323,-160.0803,57.9,5072,606,461,0,57.3,6627
ILLUM_02861,-87.1752,-108.6729,78.8,6903,1068,208,0,71.4,9019
ILLUM_02862,-80.4954,-176.6877,6.6,578,0,560,0,5.8,755
ILLUM_02863,-84.1838,45.813,13.6,1191,0,742,0,17.2,1557
ILLUM_02864,-85.6339,-66.1049,51.9,4546,334,692,0,44.6,5940
ILLUM_02865,-84.1991,170.3321,20.1,1761,698,379,0,22.4,2301
ILLUM_02866,-84.833,-110.2619,53.8,4713,355,691,0,48.7,6158
ILLUM_02867,-82.4122,-55.5017,18.1,1586,0,664,0,12.1,2072
ILLUM_02868,-87.175,-51.1772,9.8,858,0,404,0,3.3,1122
ILLUM_02869,-86.4695,-176.9575,53.1,4652,475,547,0,51.3,6078
ILLUM_02870,-81.0591,122.1149,83.5,7315,1274,231,0,90.4,9557
ILLUM_02871,-80.5354,-168.482,64.4,5641,447,747,0,63.1,7371
ILLUM_02872,-81.0744,158.4647,76.4,6693,1433,161,0,81.4,8744
ILLUM_02873,-85.8055,141.1468,26.0,2278,361,651,0,31.6,2976
ILLUM_02874,-82.1963,12.7879,80.6,7061,1296,172,0,86.4,9225
ILLUM_02875,-85.2366,15.6944,37.7,3303,313,548,0,38.5,4315
ILLUM_02876,-85.0246,55.3601,0.0,0,0,8760,1,0.0,0
ILLUM_02877,-87.9532,-40.662,42.7,3741,477,707,0,38.2,4887
ILLUM_02878,-84.0887,53.0,26.1,2286,508,647,0,33.4,2987
ILLUM_02879,-88.1386,-163.8834,23.1,2024,368,368,0,21.9,2644
ILLUM_02880,-86.6844,-160.5429,57.4,5028,698,522,0,50.6,6570
ILLUM_02881,-81.4497,-15.397,8.6,753,0,659,0,4.9,984
ILLUM_02882,-87.9292,17.864,88.0,7709,1818,71,0,91.4,10072
ILLUM_02883,-89.2884,139.6144,23.6,2067,582,616,0,32.3,2701
ILLUM_02884,-89.3099,-142.3222,33.0,2891,681,476,0,25.8,3777
ILLUM_02885,-80.5922,116.1533,23.2,2032,616,458,0,31.1,2655
ILLUM_02886,-84.9308,-104.383,5.0,438,0,697,0,0.0,572
ILLUM_02887,-85.9059,-38.1299,59.7,5230,486,480,0,59.6,6833
ILLUM_02888,-81.8912,-66.0231,53.1,4652,535,743,0,47.0,6078
ILLUM_02889,-81.6417,-35.9441,75.6,6623,1382,112,0,71.0,8653
ILLUM_02890,-86.6781,-125.8216,5.0,438,0,600,0,0.0,572
ILLUM_02891,-83.0638,1.2852,85.8,7516,1524,39,0,88.4,9820
ILLUM_02892,-82.2888,108.5913,27.6,2418,532,728,0,40.9,3159
ILLUM_02893,-83.4535,-21.0478,84.9,7437,1079,90,0,83.2,9717
ILLUM_02894,-88.484,-3.3791,10.5,920,0,674,0,9.6,1202
ILLUM_02895,-81.2412,125.5563,68.8,6027,564,501,0,78.8,7874
ILLUM_02896,-84.6091,74.1809,53.5,4687,662,521,0,64.7,6123
ILLUM_02897,-87.1753,-3.4364,35.0,3066,665,503,0,33.4,4006
ILLUM_02898,-85.7477,-87.2296,7.0,613,0,676,0,0.0,801
ILLUM_02899,-89.6243,138.5736,53.4,4678,359,681,0,64.1,6112
ILLUM_02900,-88.7213,27.7273,5.3,464,0,534,0,7.2,607
ILLUM_02901,-82.3445,-100.3869,49.1,4301,554,585,0,37.8,5620
ILLUM_02902,-89.9999,-83.1169,55.8,4888,405,641,0,47.5,6387
ILLUM_02903,-85.8343,109.1279,69.5,6088,623,366,0,79.0,7955
ILLUM_02904,-84.7749,-164.1076,88.7,7770,1610,56,0,91.4,10152
ILLUM_02905,-89.4537,177.1532,23.8,2085,699,623,0,25.2,2724
ILLUM_02906,-80.2692,-133.0734,26.4,2313,535,445,0,23.3,3022
ILLUM_02907,-87.7387,106.5847,33.8,2961,651,671,0,42.0,3869
ILLUM_02908,-86.958,-37.8809,64.7,5668,331,462,0,63.4,7405
ILLUM_02909,-86.9606,-2.8022,85.4,7481,1659,68,0,88.0,9774
ILLUM_02910,-87.6958,137.0342,90.6,7937,1571,46,0,98.5,10370
ILLUM_02911,-89.9853,-31.352,89.1,7805,1521,38,0,84.6,10198
ILLUM_02912,-82.7066,13.4978,0.0,0,0,8760,1,0.0,0
ILLUM_02913,-80.3315,-162.2521,93.0,8147,1682,52,0,91.1,10644
ILLUM_02914,-87.7571,-179.1549,36.4,3189,404,487,0,35.6,4166
ILLUM_02915,-83.3695,-91.872,90.3,7910,1545,43,0,80.1,10335
ILLUM_02916,-82.581,65.0099,66.9,5860,353,569,0,81.4,7657
ILLUM_02917,-81.5157,-136.3446,14.6,1279,0,501,0,9.1,1671
ILLUM_02918,-85.7737,-139.0457,5.1,447,0,475,0,0.0,584
ILLUM_02919,-86.9707,-32.0542,23.0,2015,698,595,0,15.1,2632
ILLUM_02920,-86.747,53.2213,71.0,6220,1211,159,0,82.0,8126
ILLUM_02921,-82.8738,76.3459,62.4,5466,559,540,0,69.7,7142
ILLUM_02922,-81.8322,-115.7578,21.5,1883,336,511,0,12.3,2461
ILLUM_02923,-88.1839,-151.3483,67.2,5887,595,473,0,65.7,7691
ILLUM_02924,-86.2906,158.5429,10.8,946,0,526,0,17.1,1236
ILLUM_02925,-80.9806,-86.1601,77.5,6789,1337,139,0,68.1,8870
ILLUM_02926,-81.9331,127.2047,72.2,6325,1226,141,0,83.4,8264
ILLUM_02927,-80.1514,130.8569,89.4,7831,1835,47,0,98.5,10232
ILLUM_02928,-82.4575,98.1081,14.2,1244,0,524,0,24.2,1625
ILLUM_02929,-86.068,-119.2199,84.3,7385,918,191,0,77.4,9649
ILLUM_02930,-84.0936,115.8485,35.4,3101,534,522,0,41.4,4052
ILLUM_02931,-83.3899,96.9302,39.3,3443,608,582,0,49.5,4498
ILLUM_02932,-89.2154,34.8203,42.1,3688,445,486,0,50.2,4819
ILLUM_02933,-84.555,-58.6073,56.5,4949,594,582,0,51.0,6467
ILLUM_02934,-82.9068,-85.4969,93.0,8147,1590,62,0,84.5,10644
ILLUM_02935,-88.3268,-136.1199,54.5,4774,628,488,0,50.1,6238
ILLUM_02936,-82.1937,3.5125,86.9,7612,1780,30,0,88.7,9946
ILLUM_02937,-84.1623,30.6939,24.0,2102,570,718,0,29.3,2747
ILLUM_02938,-80.4778,-50.638,37.7,3303,372,373,0,30.1,4315
ILLUM_02939,-89.5758,-8.8707,49.5,4336,658,606,0,46.4,5666
ILLUM_02940,-87.3467,-49.1348,30.4,2663,574,576,0,23.1,3479
ILLUM_02941,-83.9845,50.7622,92.0,8059,1724,56,0,98.5,10530
ILLUM_02942,-87.0344,144.4533,67.7,5931,384,690,0,74.8,7749
ILLUM_02943,-82.8558,-120.9887,43.4,3802,490,588,0,36.9,4967
ILLUM_02944,-82.4099,-42.6928,70.5,6176,1228,103,0,64.6,8069
ILLUM_02945,-88.9748,-129.2873,41.9,3670,581,609,0,36.7,4796
ILLUM_02946,-84.8615,44.9798,5.0,438,0,574,0,8.7,572
ILLUM_02947,-84.9111,82.3934,51.4,4503,545,449,0,61.5,5883
ILLUM_02948,-86.3072,155.4886,58.8,5151,559,407,0,63.5,6730
ILLUM_02949,-80.6708,-79.6061,91.5,8015,1511,77,0,83.4,10473
ILLUM_02950,-81.7249,162.076,5.0,438,0,594,0,7.0,572
ILLUM_02951,-83.0279,-157.2254,47.2,4135,428,740,0,44.8,5402
ILLUM_02952,-82.8567,37.085,6.9,604,0,734,0,15.4,790
ILLUM_02953,-85.3828,-159.4322,10.1,885,0,426,0,10.6,1156
ILLUM_02954,-80.7901,141.7587,58.2,5098,380,567,0,64.2,6661
ILLUM_02955,-83.054,10.7313,23.2,2032,418,553,0,23.9,2655
ILLUM_02956,-82.7102,60.9654,68.8,6027,512,728,0,79.9,7874
ILLUM_02957,-81.3831,119.3666,50.5,4424,668,485,0,57.6,5780
ILLUM_02958,-87.2593,-125.8882,21.2,1857,406,466,0,12.6,2426
ILLUM_02959,-81.9293,-166.107,46.4,4065,436,409,0,44.5,5311
ILLUM_02960,-88.0476,136.3972,5.0,438,0,603,0,7.0,572
ILLUM_02961,-86.5466,-66.624,77.3,6771,952,93,0,72.8,8847
